hour_EST,Monday,Tuesday,Wednesday,Thursday,Friday,Sunday
0,0,16,20,15,19,0
1,20,0,16,0,21,0
2,26,0,0,36,0,0
3,33,30,27,0,39,0
4,36,24,25,0,0,0
5,0,15,0,20,27,0
6,29,19,24,20,19,0
7,14,21,13,0,0,0
8,32,20,0,34,0,0
9,16,0,0,29,31,0
10,29,22,19,16,0,0
11,23,0,0,24,27,0
12,0,32,28,0,23,0
13,30,18,0,0,0,0
14,0,0,0,28,0,0
15,23,0,0,17,0,0
16,21,30,35,0,27,0
17,0,0,12,25,0,32
18,18,18,9,0,0,50
19,12,13,22,20,0,21
20,29,0,29,0,0,0
21,34,0,0,33,0,0
22,26,31,0,20,0,30
23,0,21,30,22,0,0
