hour_EST,pnl,trades,win_rate
0,1158.66,48,72.92
1,388.35,49,61.22
2,660.0,36,66.67
3,1112.86,95,65.26
4,903.12,61,65.57
5,308.92,47,57.45
6,712.19,81,60.49
7,1230.26,36,72.22
8,60.67,62,56.45
9,3001.68,49,73.47
10,2227.94,55,70.91
11,2131.18,54,68.52
12,1398.02,62,66.13
13,396.6,39,64.1
14,246.89,25,64.0
15,1134.76,32,71.88
16,901.13,93,65.59
17,1356.76,65,66.15
18,1835.15,117,65.81
19,1143.81,105,68.57
20,352.23,55,60.0
21,248.57,50,66.0
22,1311.25,90,64.44
23,609.52,57,66.67
