hour_EST,Monday,Tuesday,Wednesday,Thursday,Friday,Sunday
0,0.0,84.61538461538461,78.57142857142857,77.77777777777779,50.0,0.0
1,78.94736842105263,0.0,33.33333333333333,0.0,61.111111111111114,0.0
2,66.66666666666666,0.0,0.0,66.66666666666666,0.0,0.0
3,51.85185185185185,75.0,66.66666666666666,0.0,69.23076923076923,0.0
4,59.25925925925925,68.75,72.22222222222221,0.0,0.0,0.0
5,0.0,50.0,0.0,57.14285714285714,61.904761904761905,0.0
6,65.0,64.70588235294117,62.5,71.42857142857143,35.714285714285715,0.0
7,55.55555555555556,82.35294117647058,70.0,0.0,0.0,0.0
8,68.0,45.45454545454545,0.0,50.0,0.0,0.0
9,70.0,0.0,0.0,71.42857142857143,77.77777777777779,0.0
10,73.33333333333333,60.0,69.23076923076923,83.33333333333334,0.0,0.0
11,61.904761904761905,0.0,0.0,64.28571428571429,78.94736842105263,0.0
12,0.0,60.86956521739131,73.33333333333333,0.0,66.66666666666666,0.0
13,61.53846153846154,69.23076923076923,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,64.0,0.0,0.0
15,61.111111111111114,0.0,0.0,85.71428571428571,0.0,0.0
16,71.42857142857143,67.85714285714286,65.21739130434783,0.0,57.14285714285714,0.0
17,0.0,0.0,69.23076923076923,64.70588235294117,0.0,65.71428571428571
18,57.14285714285714,65.21739130434783,92.3076923076923,0.0,0.0,63.33333333333333
19,58.333333333333336,64.70588235294117,61.53846153846154,71.42857142857143,0.0,79.3103448275862
20,57.692307692307686,0.0,62.06896551724138,0.0,0.0,0.0
21,72.41379310344827,0.0,0.0,57.14285714285714,0.0,0.0
22,55.00000000000001,69.23076923076923,0.0,72.72727272727273,0.0,59.09090909090909
23,0.0,65.0,76.19047619047619,56.25,0.0,0.0
