hour_EST,Monday,Tuesday,Wednesday,Thursday,Friday,Sunday
0,0.0,467.2,483.1,29.1,196.5,0.0
1,519.3,0.0,271.7,0.0,-19.1,0.0
2,97.3,0.0,0.0,106.7,0.0,0.0
3,240.9,610.6,14.7,0.0,171.8,0.0
4,18.4,515.2,569.6,0.0,0.0,0.0
5,0.0,297.3,0.0,-24.1,1186.9,0.0
6,240.4,171.5,404.8,-257.1,-228.8,0.0
7,138.7,-426.6,-127.2,0.0,0.0,0.0
8,144.3,-522.9,0.0,-410.3,0.0,0.0
9,466.5,0.0,0.0,509.7,1670.2,0.0
10,1062.2,333.7,-207.8,468.5,0.0,0.0
11,458.3,0.0,0.0,343.4,877.9,0.0
12,0.0,231.2,26.7,0.0,1166.1,0.0
13,-693.3,473.6,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,809.9,0.0,0.0
15,31.3,0.0,0.0,868.1,0.0,0.0
16,296.1,275.6,717.9,0.0,197.0,0.0
17,0.0,0.0,27.1,-283.4,0.0,916.2
18,146.9,320.4,546.2,0.0,0.0,886.0
19,-50.5,93.2,13.2,183.1,0.0,154.1
20,368.2,0.0,-315.3,0.0,0.0,0.0
21,437.8,0.0,0.0,-31.4,0.0,0.0
22,100.9,269.1,0.0,174.4,0.0,144.1
23,0.0,128.2,727.6,-56.5,0.0,0.0
