hour_EST,Monday,Tuesday,Wednesday,Thursday,Friday,Sunday
0,0.0,69.23076923076923,62.5,44.44444444444444,41.17647058823529,0.0
1,71.42857142857143,0.0,36.36363636363637,0.0,47.05882352941176,0.0
2,50.0,0.0,0.0,46.42857142857143,0.0,0.0
3,44.0,57.14285714285714,47.05882352941176,0.0,52.0,0.0
4,46.42857142857143,52.94117647058824,66.66666666666666,0.0,0.0,0.0
5,0.0,60.0,0.0,42.857142857142854,57.14285714285714,0.0
6,47.368421052631575,53.333333333333336,53.84615384615385,46.15384615384615,30.76923076923077,0.0
7,37.5,31.25,37.5,0.0,0.0,0.0
8,54.166666666666664,25.0,0.0,33.33333333333333,0.0,0.0
9,50.0,0.0,0.0,47.82608695652174,61.111111111111114,0.0
10,58.82352941176471,53.84615384615385,35.714285714285715,60.0,0.0,0.0
11,50.0,0.0,0.0,50.0,63.1578947368421,0.0
12,0.0,45.83333333333333,40.0,0.0,55.00000000000001,0.0
13,30.76923076923077,70.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,52.0,0.0,0.0
15,43.75,0.0,0.0,69.23076923076923,0.0,0.0
16,65.0,50.0,57.14285714285714,0.0,50.0,0.0
17,0.0,0.0,44.44444444444444,40.0,0.0,54.54545454545454
18,47.05882352941176,52.94117647058824,85.71428571428571,0.0,0.0,51.02040816326531
19,37.5,45.45454545454545,42.857142857142854,57.14285714285714,0.0,52.63157894736842
20,47.82608695652174,0.0,36.36363636363637,0.0,0.0,0.0
21,52.0,0.0,0.0,56.52173913043478,0.0,0.0
22,44.44444444444444,44.0,0.0,50.0,0.0,40.0
23,0.0,57.14285714285714,63.63636363636363,40.0,0.0,0.0
