entry_month,pnl,trades,win_rate
2025-01,2652.84,169,69.23
2025-02,1038.15,133,67.67
2025-03,2966.26,154,70.13
2025-04,12823.92,209,77.51
2025-05,3777.79,155,70.32
2025-06,2986.67,166,72.89
2025-07,3647.26,178,69.66
2025-08,25.04,24,54.17
2025-10,1176.58,70,72.86
2025-11,-284.73,65,58.46
2025-12,54.29,36,63.89
