hour_EST,Monday,Tuesday,Wednesday,Thursday,Friday,Sunday
0,0.0,68.75,52.94117647058824,58.333333333333336,63.63636363636363,0.0
1,73.68421052631578,0.0,56.25,0.0,62.5,0.0
2,63.1578947368421,0.0,0.0,61.29032258064516,0.0,0.0
3,44.827586206896555,71.42857142857143,59.25925925925925,0.0,61.76470588235294,0.0
4,62.5,63.63636363636363,68.18181818181817,0.0,0.0,0.0
5,0.0,76.92307692307693,0.0,70.0,71.42857142857143,0.0
6,61.53846153846154,72.22222222222221,54.166666666666664,50.0,52.94117647058824,0.0
7,64.28571428571429,57.89473684210527,66.66666666666666,0.0,0.0,0.0
8,64.28571428571429,41.17647058823529,0.0,50.0,0.0,0.0
9,45.45454545454545,0.0,0.0,70.83333333333334,74.07407407407408,0.0
10,53.333333333333336,55.00000000000001,62.5,60.0,0.0,0.0
11,66.66666666666666,0.0,0.0,61.904761904761905,70.37037037037037,0.0
12,0.0,62.06896551724138,68.0,0.0,63.1578947368421,0.0
13,57.14285714285714,52.94117647058824,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,65.38461538461539,0.0,0.0
15,75.0,0.0,0.0,68.75,0.0,0.0
16,87.5,60.71428571428571,58.06451612903226,0.0,53.84615384615385,0.0
17,0.0,0.0,54.54545454545454,60.0,0.0,64.28571428571429
18,68.75,58.82352941176471,83.33333333333334,0.0,0.0,55.10204081632652
19,55.55555555555556,41.66666666666667,61.904761904761905,71.42857142857143,0.0,82.75862068965517
20,57.14285714285714,0.0,60.0,0.0,0.0,0.0
21,58.333333333333336,0.0,0.0,60.0,0.0,0.0
22,48.0,59.25925925925925,0.0,80.0,0.0,67.85714285714286
23,0.0,80.95238095238095,65.38461538461539,70.0,0.0,0.0
