entry_month,pnl,trades,win_rate
2025-01,4494.2,142,67.61
2025-02,3585.52,127,71.65
2025-03,3972.52,163,68.1
2025-04,13462.34,187,71.12
2025-05,4990.28,149,70.47
2025-06,375.07,155,60.65
2025-07,3240.14,167,66.47
2025-08,199.23,27,62.96
2025-10,1239.51,64,67.19
2025-11,-1109.51,87,51.72
2025-12,1163.24,45,71.11
