hour_EST,Monday,Tuesday,Wednesday,Thursday,Friday,Sunday
0,0.0,30.6,-53.2,55.0,552.0,0.0
1,346.3,0.0,396.4,0.0,272.6,0.0
2,-72.0,0.0,0.0,75.2,0.0,0.0
3,-905.9,1149.4,435.6,0.0,19.8,0.0
4,989.5,19.7,1223.9,0.0,0.0,0.0
5,0.0,803.6,0.0,-92.1,1124.0,0.0
6,783.2,724.8,171.9,-119.9,215.7,0.0
7,320.4,-205.1,327.1,0.0,0.0,0.0
8,1051.0,-536.9,0.0,451.3,0.0,0.0
9,-25.3,0.0,0.0,1331.4,2134.9,0.0
10,704.5,-283.3,719.7,115.7,0.0,0.0
11,854.6,0.0,0.0,1325.4,1240.6,0.0
12,0.0,722.1,55.2,0.0,49.9,0.0
13,213.1,39.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,817.6,0.0,0.0
15,738.4,0.0,0.0,741.3,0.0,0.0
16,1072.7,406.2,434.9,0.0,1062.7,0.0
17,0.0,0.0,314.8,104.1,0.0,896.9
18,324.5,-183.3,328.1,0.0,0.0,341.7
19,-479.1,-312.2,249.7,-27.5,0.0,1271.7
20,318.5,0.0,217.4,0.0,0.0,0.0
21,-54.1,0.0,0.0,-329.2,0.0,0.0
22,96.7,490.3,0.0,378.1,0.0,1020.2
23,0.0,818.0,513.5,669.7,0.0,0.0
