entry_month,pnl,trades,win_rate
2025-01,2923.33,250,58.8
2025-02,250.0,208,54.81
2025-03,1463.27,263,56.27
2025-04,8427.6,323,60.37
2025-05,2158.08,257,58.75
2025-06,1535.35,264,60.23
2025-07,-148.09,274,53.28
2025-08,-138.26,39,53.85
2025-10,1020.63,101,60.4
2025-11,-263.58,119,51.26
2025-12,202.92,65,53.85
