hour_EST,pnl,trades,win_rate
0,1233.15,39,61.54
1,816.01,25,56.0
2,357.38,29,55.17
3,1331.28,74,54.05
4,2424.47,45,60.0
5,1426.17,41,56.1
6,951.05,61,52.46
7,-577.08,28,39.29
8,1577.63,46,54.35
9,2219.46,36,61.11
10,2028.59,47,55.32
11,5260.44,40,75.0
12,32.86,48,45.83
13,-45.72,32,46.88
14,621.58,19,52.63
15,870.73,20,70.0
16,2442.25,58,60.34
17,1549.75,44,63.64
18,1288.79,67,52.24
19,1948.15,49,63.27
20,358.61,32,53.12
21,-286.08,29,51.72
22,1714.17,62,56.45
23,1349.1,41,60.98
