hour_EST,pnl,trades,win_rate
0,1200.69,58,65.52
1,324.23,51,56.86
2,595.86,42,61.9
3,845.72,96,59.38
4,747.04,65,61.54
5,236.99,53,50.94
6,531.35,87,55.17
7,774.2,39,61.54
8,-592.94,65,49.23
9,1629.45,57,57.89
10,2474.59,58,68.97
11,2568.95,58,65.52
12,1338.93,64,60.94
13,-445.56,42,47.62
14,276.11,27,55.56
15,702.3,32,59.38
16,1808.31,99,67.68
17,1376.04,72,62.5
18,1943.34,123,60.98
19,659.03,111,61.26
20,-289.09,59,47.46
21,445.34,53,64.15
22,593.42,98,55.1
23,97.12,62,56.45
