entry_time,exit_time,side,entry,exit,pnl,exit_reason,partial_closed,entry_hour,entry_weekday,duration_bars,entry_month
2025-01-02 11:00:00+00:00,2025-01-02 11:05:00+00:00,LONG,1.03168,1.03244,71.88,TP,False,6,3,0,2025-01
2025-01-02 11:15:00+00:00,2025-01-02 11:31:00+00:00,LONG,1.03311,1.0321,-105.13,SL,False,6,3,0,2025-01
2025-01-02 11:45:00+00:00,2025-01-02 12:01:00+00:00,LONG,1.03241,1.03343,97.87,TP,False,6,3,0,2025-01
2025-01-02 13:00:00+00:00,2025-01-02 13:36:00+00:00,LONG,1.03183,1.03296,108.87,TP,False,8,3,0,2025-01
2025-01-02 14:00:00+00:00,2025-01-02 14:33:00+00:00,LONG,1.03134,1.03239,100.88,TP,False,9,3,0,2025-01
2025-01-02 15:30:00+00:00,2025-01-02 15:43:00+00:00,LONG,1.02858,1.02972,109.88,TP,False,10,3,0,2025-01
2025-01-02 16:00:00+00:00,2025-01-02 16:03:00+00:00,LONG,1.02744,1.02607,-141.1,SL,False,11,3,0,2025-01
2025-01-02 16:15:00+00:00,2025-01-02 16:43:00+00:00,LONG,1.02575,1.02411,-168.1,SL,False,11,3,0,2025-01
2025-01-02 16:45:00+00:00,2025-01-02 16:57:00+00:00,LONG,1.02457,1.02611,149.9,TP,False,11,3,0,2025-01
2025-01-02 19:00:00+00:00,2025-01-02 21:10:00+00:00,LONG,1.02564,1.02655,86.9,TP,False,14,3,0,2025-01
2025-01-02 22:00:00+00:00,2025-01-03 00:50:00+00:00,LONG,1.02667,1.02717,45.9,TP,False,17,3,0,2025-01
2025-01-03 02:00:00+00:00,2025-01-03 02:04:00+00:00,LONG,1.02677,1.02704,22.9,TP,False,21,3,0,2025-01
2025-01-03 02:45:00+00:00,2025-01-03 02:51:00+00:00,LONG,1.02719,1.02746,22.9,TP,False,21,3,0,2025-01
2025-01-03 04:30:00+00:00,2025-01-03 05:14:00+00:00,LONG,1.0269,1.02664,-30.1,SL,False,23,3,0,2025-01
2025-01-03 08:00:00+00:00,2025-01-03 08:01:00+00:00,LONG,1.02809,1.0287,56.88,TP,False,3,4,0,2025-01
2025-01-03 08:15:00+00:00,2025-01-03 08:31:00+00:00,LONG,1.02845,1.02794,-55.12,SL,False,3,4,0,2025-01
2025-01-03 14:00:00+00:00,2025-01-03 14:09:00+00:00,LONG,1.02933,1.02879,-58.12,SL,False,9,4,0,2025-01
2025-01-03 16:45:00+00:00,2025-01-03 17:06:00+00:00,LONG,1.02898,1.02976,73.88,TP,False,11,4,0,2025-01
2025-01-03 17:15:00+00:00,2025-01-03 18:03:00+00:00,LONG,1.03025,1.02944,-85.12,SL,False,12,4,0,2025-01
2025-01-03 21:00:00+00:00,2025-01-05 22:53:00+00:00,LONG,1.03059,1.03012,-51.12,SL,False,16,4,0,2025-01
2025-01-05 23:00:00+00:00,2025-01-05 23:01:00+00:00,LONG,1.0302,1.03066,41.88,TP,False,18,6,0,2025-01
2025-01-06 03:00:00+00:00,2025-01-06 05:51:00+00:00,SHORT,1.0316,1.03122,33.88,TP,False,22,6,0,2025-01
2025-01-06 07:45:00+00:00,2025-01-06 07:59:00+00:00,SHORT,1.03227,1.03285,-62.13,SL,False,2,0,0,2025-01
2025-01-06 08:15:00+00:00,2025-01-06 08:18:00+00:00,SHORT,1.03372,1.03425,-57.14,SL,False,3,0,0,2025-01
2025-01-06 08:30:00+00:00,2025-01-06 08:46:00+00:00,SHORT,1.03403,1.0333,68.86,TP,False,3,0,0,2025-01
2025-01-06 09:00:00+00:00,2025-01-06 09:02:00+00:00,SHORT,1.03502,1.03428,69.86,TP,False,4,0,0,2025-01
2025-01-06 09:15:00+00:00,2025-01-06 09:26:00+00:00,SHORT,1.03571,1.03669,-102.14,SL,False,4,0,0,2025-01
