hour_EST,Monday,Tuesday,Wednesday,Thursday,Friday,Sunday
0,0.0,78.57142857142857,70.58823529411765,77.77777777777779,44.44444444444444,0.0
1,73.68421052631578,0.0,38.46153846153847,0.0,52.63157894736842,0.0
2,63.63636363636363,0.0,0.0,61.29032258064516,0.0,0.0
3,55.55555555555556,60.0,61.111111111111114,0.0,61.53846153846154,0.0
4,53.57142857142857,68.42105263157895,66.66666666666666,0.0,0.0,0.0
5,0.0,46.666666666666664,0.0,40.0,60.86956521739131,0.0
6,57.14285714285714,55.55555555555556,64.70588235294117,66.66666666666666,31.25,0.0
7,40.0,68.42105263157895,70.0,0.0,0.0,0.0
8,61.53846153846154,38.46153846153847,0.0,42.30769230769231,0.0,0.0
9,58.333333333333336,0.0,0.0,53.84615384615385,63.1578947368421,0.0
10,68.75,60.0,64.28571428571429,84.61538461538461,0.0,0.0
11,61.904761904761905,0.0,0.0,56.25,76.19047619047619,0.0
12,0.0,56.00000000000001,62.5,0.0,65.21739130434783,0.0
13,39.285714285714285,64.28571428571429,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,55.55555555555556,0.0,0.0
15,52.94117647058824,0.0,0.0,66.66666666666666,0.0,0.0
16,80.76923076923077,65.51724137931035,65.21739130434783,0.0,57.14285714285714,0.0
17,0.0,0.0,53.84615384615385,61.904761904761905,0.0,65.78947368421053
18,54.166666666666664,60.86956521739131,78.57142857142857,0.0,0.0,59.67741935483871
19,50.0,64.70588235294117,57.14285714285714,60.86956521739131,0.0,68.96551724137932
20,45.16129032258064,0.0,50.0,0.0,0.0,0.0
21,73.33333333333333,0.0,0.0,52.17391304347826,0.0,0.0
22,54.54545454545454,65.38461538461539,0.0,56.00000000000001,0.0,44.0
23,0.0,50.0,66.66666666666666,50.0,0.0,0.0
