run_id,fast_period,slow_period,crossover_threshold_pips,stop_loss_pips,take_profit_pips,trailing_stop_activation_pips,trailing_stop_distance_pips,dmi_enabled,dmi_period,stoch_enabled,stoch_period_k,stoch_period_d,stoch_bullish_threshold,stoch_bearish_threshold,trend_filter_enabled,trend_bar_spec,trend_fast_period,trend_slow_period,entry_timing_enabled,entry_timing_bar_spec,entry_timing_method,entry_timing_timeout_bars,total_pnl,sharpe_ratio,win_rate,max_drawdown,trade_count,avg_winner,avg_loser,profit_factor,expectancy,rejected_signals_count,status,error_message,backtest_duration_seconds,output_directory,consecutive_losses
1,42,270,0.35,35,50,22,12,True,10,True,18,3,30,65,False,1-DAY-MID-EXTERNAL,20,50,True,2-MINUTE-MID-EXTERNAL,pullback,5,2580.73,0.103,0.4444444444444444,0.0,72,481.8096875,-320.9295,0.0,35.84347222222219,3623,completed,,17.55444049835205,logs\backtest_results\EUR-USD_20251103_200454_668634,6
2,42,270,0.35,35,50,22,12,True,10,True,18,3,30,65,False,1-DAY-MID-EXTERNAL,20,50,True,2-MINUTE-MID-EXTERNAL,pullback,10,2580.73,0.103,0.4444444444444444,0.0,72,481.8096875,-320.9295,0.0,35.84347222222219,3623,completed,,17.17181086540222,logs\backtest_results\EUR-USD_20251103_200511_843210,6
3,42,270,0.35,35,50,22,12,True,10,True,18,3,30,65,False,1-DAY-MID-EXTERNAL,20,50,True,2-MINUTE-MID-EXTERNAL,pullback,15,2580.73,0.103,0.4444444444444444,0.0,72,481.8096875,-320.9295,0.0,35.84347222222219,3623,completed,,17.380568027496338,logs\backtest_results\EUR-USD_20251103_200529_250449,6
4,42,270,0.35,35,50,22,12,True,10,True,18,3,30,65,False,1-DAY-MID-EXTERNAL,20,50,False,2-MINUTE-MID-EXTERNAL,pullback,5,14203.91,0.453,0.6,0.0,85,462.2701960784316,-275.64323529411763,0.0,167.10482352941187,678,completed,,17.130713939666748,logs\backtest_results\EUR-USD_20251103_200546_393792,3
5,42,270,0.35,35,50,22,12,True,10,True,18,3,30,65,False,1-DAY-MID-EXTERNAL,20,50,False,2-MINUTE-MID-EXTERNAL,pullback,10,14203.91,0.453,0.6,0.0,85,462.2701960784316,-275.64323529411763,0.0,167.10482352941187,678,completed,,16.9990713596344,logs\backtest_results\EUR-USD_20251103_200603_504631,3
6,42,270,0.35,35,50,22,12,True,10,True,18,3,30,65,False,1-DAY-MID-EXTERNAL,20,50,False,2-MINUTE-MID-EXTERNAL,pullback,15,14203.91,0.453,0.6,0.0,85,462.2701960784316,-275.64323529411763,0.0,167.10482352941187,678,completed,,15.23378038406372,logs\backtest_results\EUR-USD_20251103_200618_730301,3
