run_id,fast_period,slow_period,crossover_threshold_pips,stop_loss_pips,take_profit_pips,trailing_stop_activation_pips,trailing_stop_distance_pips,dmi_enabled,dmi_period,dmi_minimum_difference,stoch_enabled,stoch_period_k,stoch_period_d,stoch_bullish_threshold,stoch_bearish_threshold,trend_filter_enabled,trend_bar_spec,trend_fast_period,trend_slow_period,entry_timing_enabled,entry_timing_bar_spec,entry_timing_method,entry_timing_timeout_bars,bar_spec,total_pnl,sharpe_ratio,win_rate,max_drawdown,trade_count,avg_winner,avg_loser,profit_factor,expectancy,rejected_signals_count,status,error_message,backtest_duration_seconds,output_directory,consecutive_losses
88,42,270,0.35,15,60,20,12,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-9332.04,-0.058,0.1811926605504587,0.0,436,587.5898734177216,-156.1670588235293,0.0,-21.40376146788979,167106,completed,,102.98805212974548,logs\backtest_results\EUR-USD_20251104_215158_469130,25
89,42,270,0.35,15,60,20,15,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-9332.04,-0.058,0.1811926605504587,0.0,436,587.5898734177216,-156.1670588235293,0.0,-21.40376146788979,167106,completed,,103.25313448905945,logs\backtest_results\EUR-USD_20251104_215331_993679,25
90,42,270,0.35,15,60,20,18,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-9332.04,-0.058,0.1811926605504587,0.0,436,587.5898734177216,-156.1670588235293,0.0,-21.40376146788979,167106,completed,,103.06394839286804,logs\backtest_results\EUR-USD_20251104_215332_030383,25
91,42,270,0.35,15,60,25,8,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-9332.04,-0.058,0.1811926605504587,0.0,436,587.5898734177216,-156.1670588235293,0.0,-21.40376146788979,167106,completed,,104.47774577140808,logs\backtest_results\EUR-USD_20251104_215335_076542,25
93,42,270,0.35,15,60,25,12,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-9332.04,-0.058,0.1811926605504587,0.0,436,587.5898734177216,-156.1670588235293,0.0,-21.40376146788979,167106,completed,,103.58425951004028,logs\backtest_results\EUR-USD_20251104_215335_697073,25
92,42,270,0.35,15,60,25,10,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-9332.04,-0.058,0.1811926605504587,0.0,436,587.5898734177216,-156.1670588235293,0.0,-21.40376146788979,167106,completed,,104.0518524646759,logs\backtest_results\EUR-USD_20251104_215335_845258,25
94,42,270,0.35,15,60,25,15,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-9332.04,-0.058,0.1811926605504587,0.0,436,587.5898734177216,-156.1670588235293,0.0,-21.40376146788979,167106,completed,,103.69266629219055,logs\backtest_results\EUR-USD_20251104_215338_345247,25
95,42,270,0.35,15,60,25,18,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-9332.04,-0.058,0.1811926605504587,0.0,436,587.5898734177216,-156.1670588235293,0.0,-21.40376146788979,167106,completed,,104.22956967353821,logs\backtest_results\EUR-USD_20251104_215339_406516,25
96,42,270,0.35,15,60,30,8,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-9332.04,-0.058,0.1811926605504587,0.0,436,587.5898734177216,-156.1670588235293,0.0,-21.40376146788979,167106,completed,,104.03234577178955,logs\backtest_results\EUR-USD_20251104_215342_305941,25
98,42,270,0.35,15,60,30,12,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-9332.04,-0.058,0.1811926605504587,0.0,436,587.5898734177216,-156.1670588235293,0.0,-21.40376146788979,167106,completed,,111.5321033000946,logs\backtest_results\EUR-USD_20251104_215523_682793,25
97,42,270,0.35,15,60,30,10,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-9332.04,-0.058,0.1811926605504587,0.0,436,587.5898734177216,-156.1670588235293,0.0,-21.40376146788979,167106,completed,,111.83220648765564,logs\backtest_results\EUR-USD_20251104_215523_643962,25
99,42,270,0.35,15,60,30,15,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-9332.04,-0.058,0.1811926605504587,0.0,436,587.5898734177216,-156.1670588235293,0.0,-21.40376146788979,167106,completed,,112.21565675735474,logs\backtest_results\EUR-USD_20251104_215527_616391,25
101,42,270,0.35,15,75,10,8,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-4088.42,-0.022,0.16298342541436464,0.0,362,732.4981355932204,-156.12478547854784,0.0,-11.293977900552473,174539,completed,,112.08892774581909,logs\backtest_results\EUR-USD_20251104_215528_419178,27
100,42,270,0.35,15,60,30,18,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-9332.04,-0.058,0.1811926605504587,0.0,436,587.5898734177216,-156.1670588235293,0.0,-21.40376146788979,167106,completed,,112.72632932662964,logs\backtest_results\EUR-USD_20251104_215528_663014,25
106,42,270,0.35,15,75,15,8,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-4088.42,-0.022,0.16298342541436464,0.0,362,732.4981355932204,-156.12478547854784,0.0,-11.293977900552473,174539,completed,,112.44534683227539,logs\backtest_results\EUR-USD_20251104_215530_310927,27
107,42,270,0.35,15,75,15,10,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-4088.42,-0.022,0.16298342541436464,0.0,362,732.4981355932204,-156.12478547854784,0.0,-11.293977900552473,174539,completed,,112.19142651557922,logs\backtest_results\EUR-USD_20251104_215531_035197,27
108,42,270,0.35,15,75,15,12,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-4088.42,-0.022,0.16298342541436464,0.0,362,732.4981355932204,-156.12478547854784,0.0,-11.293977900552473,174539,completed,,112.76046705245972,logs\backtest_results\EUR-USD_20251104_215534_958381,27
111,42,270,0.35,15,75,20,8,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-4088.42,-0.022,0.16298342541436464,0.0,362,732.4981355932204,-156.12478547854784,0.0,-11.293977900552473,174539,completed,,113.27477383613586,logs\backtest_results\EUR-USD_20251104_215717_462682,27
112,42,270,0.35,15,75,20,10,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-4088.42,-0.022,0.16298342541436464,0.0,362,732.4981355932204,-156.12478547854784,0.0,-11.293977900552473,174539,completed,,113.74362707138062,logs\backtest_results\EUR-USD_20251104_215717_892312,27
114,42,270,0.35,15,75,20,15,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-4088.42,-0.022,0.16298342541436464,0.0,362,732.4981355932204,-156.12478547854784,0.0,-11.293977900552473,174539,completed,,113.79922318458557,logs\backtest_results\EUR-USD_20251104_215722_499810,27
113,42,270,0.35,15,75,20,12,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-4088.42,-0.022,0.16298342541436464,0.0,362,732.4981355932204,-156.12478547854784,0.0,-11.293977900552473,174539,completed,,115.5658061504364,logs\backtest_results\EUR-USD_20251104_215723_647620,27
115,42,270,0.35,15,75,20,18,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-4088.42,-0.022,0.16298342541436464,0.0,362,732.4981355932204,-156.12478547854784,0.0,-11.293977900552473,174539,completed,,114.58833312988281,logs\backtest_results\EUR-USD_20251104_215723_928977,27
116,42,270,0.35,15,75,25,8,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-4088.42,-0.022,0.16298342541436464,0.0,362,732.4981355932204,-156.12478547854784,0.0,-11.293977900552473,174539,completed,,114.33712339401245,logs\backtest_results\EUR-USD_20251104_215725_262303,27
117,42,270,0.35,15,75,25,10,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-4088.42,-0.022,0.16298342541436464,0.0,362,732.4981355932204,-156.12478547854784,0.0,-11.293977900552473,174539,completed,,116.01888585090637,logs\backtest_results\EUR-USD_20251104_215727_804728,27
118,42,270,0.35,15,75,25,12,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-4088.42,-0.022,0.16298342541436464,0.0,362,732.4981355932204,-156.12478547854784,0.0,-11.293977900552473,174539,completed,,113.56287908554077,logs\backtest_results\EUR-USD_20251104_215729_556913,27
119,42,270,0.35,15,75,25,15,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-4088.42,-0.022,0.16298342541436464,0.0,362,732.4981355932204,-156.12478547854784,0.0,-11.293977900552473,174539,completed,,107.670095205307,logs\backtest_results\EUR-USD_20251104_215905_099147,27
120,42,270,0.35,15,75,25,18,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-4088.42,-0.022,0.16298342541436464,0.0,362,732.4981355932204,-156.12478547854784,0.0,-11.293977900552473,174539,completed,,108.27778267860413,logs\backtest_results\EUR-USD_20251104_215906_048285,27
121,42,270,0.35,15,75,30,8,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-4088.42,-0.022,0.16298342541436464,0.0,362,732.4981355932204,-156.12478547854784,0.0,-11.293977900552473,174539,completed,,107.60491061210632,logs\backtest_results\EUR-USD_20251104_215910_159310,27
122,42,270,0.35,15,75,30,10,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-4088.42,-0.022,0.16298342541436464,0.0,362,732.4981355932204,-156.12478547854784,0.0,-11.293977900552473,174539,completed,,107.77523946762085,logs\backtest_results\EUR-USD_20251104_215911_352983,27
123,42,270,0.35,15,75,30,12,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-4088.42,-0.022,0.16298342541436464,0.0,362,732.4981355932204,-156.12478547854784,0.0,-11.293977900552473,174539,completed,,107.78351831436157,logs\backtest_results\EUR-USD_20251104_215911_577006,27
124,42,270,0.35,15,75,30,15,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-4088.42,-0.022,0.16298342541436464,0.0,362,732.4981355932204,-156.12478547854784,0.0,-11.293977900552473,174539,completed,,107.77262854576111,logs\backtest_results\EUR-USD_20251104_215913_132270,27
125,42,270,0.35,15,75,30,18,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-4088.42,-0.022,0.16298342541436464,0.0,362,732.4981355932204,-156.12478547854784,0.0,-11.293977900552473,174539,completed,,108.99712705612183,logs\backtest_results\EUR-USD_20251104_215916_135040,27
126,42,270,0.35,20,30,10,8,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-964.27,0.012,0.4092664092664093,0.0,518,293.3558490566037,-206.39120915032674,0.0,-1.8615250965250825,151506,completed,,108.62950372695923,logs\backtest_results\EUR-USD_20251104_215918_105605,8
131,42,270,0.35,20,30,15,8,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-964.27,0.012,0.4092664092664093,0.0,518,293.3558490566037,-206.39120915032674,0.0,-1.8615250965250825,151506,completed,,108.28446817398071,logs\backtest_results\EUR-USD_20251104_220054_038278,8
132,42,270,0.35,20,30,15,10,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-964.27,0.012,0.4092664092664093,0.0,518,293.3558490566037,-206.39120915032674,0.0,-1.8615250965250825,151506,completed,,108.02927136421204,logs\backtest_results\EUR-USD_20251104_220055_085194,8
133,42,270,0.35,20,30,15,12,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-964.27,0.012,0.4092664092664093,0.0,518,293.3558490566037,-206.39120915032674,0.0,-1.8615250965250825,151506,completed,,109.0429937839508,logs\backtest_results\EUR-USD_20251104_220059_975845,8
137,42,270,0.35,20,30,20,10,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-964.27,0.012,0.4092664092664093,0.0,518,293.3558490566037,-206.39120915032674,0.0,-1.8615250965250825,151506,completed,,108.43869733810425,logs\backtest_results\EUR-USD_20251104_220100_591930,8
136,42,270,0.35,20,30,20,8,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-964.27,0.012,0.4092664092664093,0.0,518,293.3558490566037,-206.39120915032674,0.0,-1.8615250965250825,151506,completed,,109.07043886184692,logs\backtest_results\EUR-USD_20251104_220101_292113,8
138,42,270,0.35,20,30,20,12,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-964.27,0.012,0.4092664092664093,0.0,518,293.3558490566037,-206.39120915032674,0.0,-1.8615250965250825,151506,completed,,109.15152716636658,logs\backtest_results\EUR-USD_20251104_220102_619716,8
139,42,270,0.35,20,30,20,15,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-964.27,0.012,0.4092664092664093,0.0,518,293.3558490566037,-206.39120915032674,0.0,-1.8615250965250825,151506,completed,,107.97433733940125,logs\backtest_results\EUR-USD_20251104_220105_298432,8
140,42,270,0.35,20,30,20,18,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-964.27,0.012,0.4092664092664093,0.0,518,293.3558490566037,-206.39120915032674,0.0,-1.8615250965250825,151506,completed,,106.72504353523254,logs\backtest_results\EUR-USD_20251104_220105_597231,8
141,42,270,0.35,20,30,25,8,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-964.27,0.012,0.4092664092664093,0.0,518,293.3558490566037,-206.39120915032674,0.0,-1.8615250965250825,151506,completed,,106.48935985565186,logs\backtest_results\EUR-USD_20251104_220240_444319,8
142,42,270,0.35,20,30,25,10,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-964.27,0.012,0.4092664092664093,0.0,518,293.3558490566037,-206.39120915032674,0.0,-1.8615250965250825,151506,completed,,106.38628268241882,logs\backtest_results\EUR-USD_20251104_220241_105713,8
143,42,270,0.35,20,30,25,12,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-964.27,0.012,0.4092664092664093,0.0,518,293.3558490566037,-206.39120915032674,0.0,-1.8615250965250825,151506,completed,,105.98074460029602,logs\backtest_results\EUR-USD_20251104_220245_874914,8
144,42,270,0.35,20,30,25,15,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-964.27,0.012,0.4092664092664093,0.0,518,293.3558490566037,-206.39120915032674,0.0,-1.8615250965250825,151506,completed,,105.8638379573822,logs\backtest_results\EUR-USD_20251104_220246_434982,8
145,42,270,0.35,20,30,25,18,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-964.27,0.012,0.4092664092664093,0.0,518,293.3558490566037,-206.39120915032674,0.0,-1.8615250965250825,151506,completed,,106.97103548049927,logs\backtest_results\EUR-USD_20251104_220248_032144,8
146,42,270,0.35,20,30,30,8,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-964.27,0.012,0.4092664092664093,0.0,518,293.3558490566037,-206.39120915032674,0.0,-1.8615250965250825,151506,completed,,108.57541990280151,logs\backtest_results\EUR-USD_20251104_220250_299721,8
147,42,270,0.35,20,30,30,10,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-964.27,0.012,0.4092664092664093,0.0,518,293.3558490566037,-206.39120915032674,0.0,-1.8615250965250825,151506,completed,,107.02339768409729,logs\backtest_results\EUR-USD_20251104_220251_117537,8
148,42,270,0.35,20,30,30,12,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-964.27,0.012,0.4092664092664093,0.0,518,293.3558490566037,-206.39120915032674,0.0,-1.8615250965250825,151506,completed,,108.39279842376709,logs\backtest_results\EUR-USD_20251104_220252_929674,8
149,42,270,0.35,20,30,30,15,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-964.27,0.012,0.4092664092664093,0.0,518,293.3558490566037,-206.39120915032674,0.0,-1.8615250965250825,151506,completed,,109.80274295806885,logs\backtest_results\EUR-USD_20251104_220430_551555,8
150,42,270,0.35,20,30,30,18,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-964.27,0.012,0.4092664092664093,0.0,518,293.3558490566037,-206.39120915032674,0.0,-1.8615250965250825,151506,completed,,110.03602313995361,logs\backtest_results\EUR-USD_20251104_220431_516017,8
156,42,270,0.35,20,40,15,8,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-998.03,0.01,0.34101382488479265,0.0,434,392.1476351351352,-206.4191608391608,0.0,-2.2996082949308025,162503,completed,,110.39819288253784,logs\backtest_results\EUR-USD_20251104_220436_220621,11
151,42,270,0.35,20,40,10,8,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-998.03,0.01,0.34101382488479265,0.0,434,392.1476351351352,-206.4191608391608,0.0,-2.2996082949308025,162503,completed,,112.21751499176025,logs\backtest_results\EUR-USD_20251104_220437_412571,11
157,42,270,0.35,20,40,15,10,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-998.03,0.01,0.34101382488479265,0.0,434,392.1476351351352,-206.4191608391608,0.0,-2.2996082949308025,162503,completed,,110.2207543849945,logs\backtest_results\EUR-USD_20251104_220437_552959,11
158,42,270,0.35,20,40,15,12,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-998.03,0.01,0.34101382488479265,0.0,434,392.1476351351352,-206.4191608391608,0.0,-2.2996082949308025,162503,completed,,111.23652362823486,logs\backtest_results\EUR-USD_20251104_220440_944792,11
161,42,270,0.35,20,40,20,8,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-998.03,0.01,0.34101382488479265,0.0,434,392.1476351351352,-206.4191608391608,0.0,-2.2996082949308025,162503,completed,,110.34301948547363,logs\backtest_results\EUR-USD_20251104_220441_517958,11
162,42,270,0.35,20,40,20,10,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-998.03,0.01,0.34101382488479265,0.0,434,392.1476351351352,-206.4191608391608,0.0,-2.2996082949308025,162503,completed,,110.49488878250122,logs\backtest_results\EUR-USD_20251104_220443_233908,11
164,42,270,0.35,20,40,20,15,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-998.03,0.01,0.34101382488479265,0.0,434,392.1476351351352,-206.4191608391608,0.0,-2.2996082949308025,162503,completed,,113.86308002471924,logs\backtest_results\EUR-USD_20251104_220624_775947,11
163,42,270,0.35,20,40,20,12,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-998.03,0.01,0.34101382488479265,0.0,434,392.1476351351352,-206.4191608391608,0.0,-2.2996082949308025,162503,completed,,114.87550783157349,logs\backtest_results\EUR-USD_20251104_220624_737291,11
165,42,270,0.35,20,40,20,18,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-998.03,0.01,0.34101382488479265,0.0,434,392.1476351351352,-206.4191608391608,0.0,-2.2996082949308025,162503,completed,,113.58609652519226,logs\backtest_results\EUR-USD_20251104_220629_757256,11
166,42,270,0.35,20,40,25,8,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-998.03,0.01,0.34101382488479265,0.0,434,392.1476351351352,-206.4191608391608,0.0,-2.2996082949308025,162503,completed,,113.42477321624756,logs\backtest_results\EUR-USD_20251104_220630_620204,11
167,42,270,0.35,20,40,25,10,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-998.03,0.01,0.34101382488479265,0.0,434,392.1476351351352,-206.4191608391608,0.0,-2.2996082949308025,162503,completed,,115.56717705726624,logs\backtest_results\EUR-USD_20251104_220633_486370,11
169,42,270,0.35,20,40,25,15,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-998.03,0.01,0.34101382488479265,0.0,434,392.1476351351352,-206.4191608391608,0.0,-2.2996082949308025,162503,completed,,112.9801025390625,logs\backtest_results\EUR-USD_20251104_220635_734201,11
170,42,270,0.35,20,40,25,18,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-998.03,0.01,0.34101382488479265,0.0,434,392.1476351351352,-206.4191608391608,0.0,-2.2996082949308025,162503,completed,,114.39959859848022,logs\backtest_results\EUR-USD_20251104_220638_251906,11
168,42,270,0.35,20,40,25,12,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-998.03,0.01,0.34101382488479265,0.0,434,392.1476351351352,-206.4191608391608,0.0,-2.2996082949308025,162503,completed,,123.20710039138794,logs\backtest_results\EUR-USD_20251104_220644_801124,11
172,42,270,0.35,20,40,30,10,True,14,0.0,True,14,3,30,70,False,1-HOUR-MID-EXTERNAL,20,50,False,5-MINUTE-MID-EXTERNAL,pullback,10,1-MINUTE-MID-EXTERNAL,-998.03,0.01,0.34101382488479265,0.0,434,392.1476351351352,-206.4191608391608,0.0,-2.2996082949308025,162503,completed,,110.59107375144958,logs\backtest_results\EUR-USD_20251104_220815_859012,11
