run_id,fast_period,slow_period,crossover_threshold_pips,stop_loss_pips,take_profit_pips,trailing_stop_activation_pips,trailing_stop_distance_pips,dmi_enabled,dmi_period,stoch_enabled,stoch_period_k,stoch_period_d,stoch_bullish_threshold,stoch_bearish_threshold,total_pnl,sharpe_ratio,win_rate,max_drawdown,trade_count,avg_winner,avg_loser,profit_factor,expectancy,rejected_signals_count,status,error_message,backtest_duration_seconds,output_directory,consecutive_losses
18,42,270,0.35,35,50,22,12,True,10,True,18,3,29,63,10859.43,0.48094314716353337,0.6206896551724138,0.0,58,494.60222222222234,-315.7386363636364,0.0,187.23155172413803,269,completed,,21.74047040939331,logs\backtest_results\EUR-USD_20251024_193923_592910,2
19,42,270,0.35,35,50,22,12,True,10,True,18,3,31,63,10859.43,0.48094314716353337,0.6206896551724138,0.0,58,494.60222222222234,-315.7386363636364,0.0,187.23155172413803,269,completed,,21.983381748199463,logs\backtest_results\EUR-USD_20251024_193923_816453,2
24,42,270,0.35,35,50,22,12,True,10,True,19,3,33,63,10834.42,0.4796142731276937,0.6206896551724138,0.0,58,494.6019444444446,-316.875,0.0,186.80034482758631,276,completed,,21.47119116783142,logs\backtest_results\EUR-USD_20251024_193923_900311,2
23,42,270,0.35,35,50,22,12,True,10,True,19,3,31,63,10834.42,0.4796142731276937,0.6206896551724138,0.0,58,494.6019444444446,-316.875,0.0,186.80034482758631,275,completed,,22.138165950775146,logs\backtest_results\EUR-USD_20251024_193924_389628,2
22,42,270,0.35,35,50,22,12,True,10,True,19,3,29,63,10859.43,0.48094314716353337,0.6206896551724138,0.0,58,494.60222222222234,-315.7386363636364,0.0,187.23155172413803,273,completed,,24.537231922149658,logs\backtest_results\EUR-USD_20251024_193926_600279,2
25,42,270,0.35,35,50,22,12,True,10,True,17,3,27,67,9866.28,0.4210986346815718,0.6166666666666667,0.0,60,468.58675675675676,-324.84478260869565,0.0,164.43800000000002,242,completed,,22.248051166534424,logs\backtest_results\EUR-USD_20251024_193945_210576,2
29,42,270,0.35,35,50,22,12,True,10,True,18,3,27,67,10737.27,0.4635354988276006,0.6333333333333333,0.0,60,469.80315789473684,-323.42045454545456,0.0,178.95449999999994,236,completed,,22.176860809326172,logs\backtest_results\EUR-USD_20251024_193945_448456,2
27,42,270,0.35,35,50,22,12,True,10,True,17,3,31,67,9866.26,0.4210986346815718,0.6166666666666667,0.0,60,468.58621621621626,-324.84478260869565,0.0,164.43766666666673,250,completed,,22.400574684143066,logs\backtest_results\EUR-USD_20251024_193945_498469,2
28,42,270,0.35,35,50,22,12,True,10,True,17,3,33,67,9866.25,0.4210986346815718,0.6166666666666667,0.0,60,468.58594594594604,-324.84478260869565,0.0,164.43750000000009,251,completed,,22.329739570617676,logs\backtest_results\EUR-USD_20251024_193945_506008,2
26,42,270,0.35,35,50,22,12,True,10,True,17,3,29,67,9866.26,0.4210986346815718,0.6166666666666667,0.0,60,468.58621621621626,-324.84478260869565,0.0,164.43766666666673,245,completed,,22.588103532791138,logs\backtest_results\EUR-USD_20251024_193945_569658,2
