hour_EST,Monday,Tuesday,Wednesday,Thursday,Friday,Sunday
0,0.0,50.0,40.0,58.333333333333336,60.0,0.0
1,63.63636363636363,0.0,54.54545454545454,0.0,52.94117647058824,0.0
2,47.05882352941176,0.0,0.0,60.0,0.0,0.0
3,37.03703703703704,63.63636363636363,50.0,0.0,48.38709677419355,0.0
4,51.85185185185185,50.0,60.0,0.0,0.0,0.0
5,0.0,58.333333333333336,0.0,50.0,62.5,0.0
6,58.333333333333336,64.28571428571429,50.0,42.857142857142854,33.33333333333333,0.0
7,45.45454545454545,41.17647058823529,50.0,0.0,0.0,0.0
8,54.54545454545454,42.857142857142854,0.0,46.15384615384615,0.0,0.0
9,40.0,0.0,0.0,68.18181818181817,62.5,0.0
10,54.166666666666664,29.411764705882355,62.5,53.84615384615385,0.0,0.0
11,66.66666666666666,0.0,0.0,61.111111111111114,73.91304347826086,0.0
12,0.0,48.0,39.130434782608695,0.0,47.368421052631575,0.0
13,48.0,35.714285714285715,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,61.904761904761905,0.0,0.0
15,62.5,0.0,0.0,60.0,0.0,0.0
16,75.0,52.17391304347826,51.85185185185185,0.0,44.44444444444444,0.0
17,0.0,0.0,37.5,61.111111111111114,0.0,65.21739130434783
18,64.28571428571429,45.45454545454545,80.0,0.0,0.0,54.54545454545454
19,25.0,37.5,53.333333333333336,60.0,0.0,75.0
20,57.14285714285714,0.0,42.10526315789473,0.0,0.0,0.0
21,50.0,0.0,0.0,45.0,0.0,0.0
22,50.0,61.904761904761905,0.0,61.53846153846154,0.0,50.0
23,0.0,76.92307692307693,50.0,60.0,0.0,0.0
