hour_EST,Monday,Tuesday,Wednesday,Thursday,Friday,Sunday
0,0,11,12,7,11,0
1,14,0,10,0,16,0
2,7,0,0,24,0,0
3,23,19,17,0,24,0
4,27,14,15,0,0,0
5,0,9,0,13,21,0
6,18,15,14,11,13,0
7,8,16,9,0,0,0
8,21,10,0,24,0,0
9,8,0,0,16,17,0
10,16,12,13,11,0,0
11,16,0,0,11,18,0
12,0,21,13,0,19,0
13,24,11,0,0,0,0
14,0,0,0,21,0,0
15,17,0,0,11,0,0
16,15,20,21,0,17,0
17,0,0,10,11,0,29
18,17,14,4,0,0,49
19,7,14,18,16,0,27
20,24,0,23,0,0,0
21,19,0,0,18,0,0
22,18,23,0,15,0,21
23,0,17,21,14,0,0
