hour_EST,Monday,Tuesday,Wednesday,Thursday,Friday,Sunday
0,0.0,440.9,200.6,-9.4,334.7,0.0
1,596.6,0.0,124.7,0.0,-225.5,0.0
2,-148.5,0.0,0.0,39.8,0.0,0.0
3,53.7,997.8,-209.3,0.0,209.4,0.0
4,377.1,624.4,901.6,0.0,0.0,0.0
5,0.0,219.6,0.0,173.3,1072.5,0.0
6,505.9,924.7,208.1,76.0,-83.6,0.0
7,-12.2,213.4,-21.1,0.0,0.0,0.0
8,674.3,-21.0,0.0,691.8,0.0,0.0
9,286.4,0.0,0.0,312.9,2416.7,0.0
10,872.9,459.2,326.9,236.4,0.0,0.0
11,90.6,0.0,0.0,1585.8,2155.4,0.0
12,0.0,191.5,792.9,0.0,386.6,0.0
13,217.4,321.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,30.6,0.0,0.0
15,598.2,0.0,0.0,955.2,0.0,0.0
16,613.1,420.9,63.8,0.0,1163.6,0.0
17,0.0,0.0,507.5,37.3,0.0,913.7
18,146.4,222.7,323.7,0.0,0.0,-20.4
19,128.7,-81.6,241.8,590.5,0.0,1733.0
20,-53.3,0.0,512.7,0.0,0.0,0.0
21,291.7,0.0,0.0,-326.6,0.0,0.0
22,-4.5,532.1,0.0,234.9,0.0,124.8
23,0.0,556.1,552.9,112.4,0.0,0.0
