hour_EST,pnl,trades,win_rate
0,966.84,41,68.29
1,495.83,40,65.0
2,-108.75,31,54.84
3,1051.64,83,63.86
4,1903.13,56,67.86
5,1465.51,43,67.44
6,1631.13,71,63.38
7,180.05,33,57.58
8,1345.05,55,60.0
9,3016.03,41,73.17
10,1895.34,52,63.46
11,3831.85,45,77.78
12,1370.95,53,64.15
13,538.43,35,62.86
14,30.58,21,57.14
15,1553.38,28,82.14
16,2261.31,73,68.49
17,1458.52,50,68.0
18,672.48,84,58.33
19,2612.33,82,74.39
20,459.39,47,59.57
21,-34.86,37,62.16
22,887.31,77,61.04
23,1221.48,52,69.23
