hour_EST,pnl,trades,win_rate
0,1147.61,57,57.89
1,473.94,46,54.35
2,141.44,39,51.28
3,778.7,91,53.85
4,869.67,63,57.14
5,1018.49,48,54.17
6,333.9,80,51.25
7,43.42,36,44.44
8,-676.13,63,44.44
9,1753.36,53,54.72
10,1679.73,55,54.55
11,2192.76,53,60.38
12,1524.7,61,54.1
13,-298.92,38,44.74
14,447.87,25,52.0
15,819.83,30,60.0
16,1010.05,86,59.3
17,816.24,61,52.46
18,1692.96,103,55.34
19,548.33,90,52.22
20,30.02,53,45.28
21,586.21,50,60.0
22,389.94,89,48.31
23,703.26,61,57.38
