hour_EST,Monday,Tuesday,Wednesday,Thursday,Friday,Sunday
0,0,10,12,7,11,0
1,12,0,7,0,13,0
2,8,0,0,22,0,0
3,23,18,15,0,24,0
4,23,12,13,0,0,0
5,0,9,0,13,20,0
6,18,11,13,11,10,0
7,6,15,7,0,0,0
8,19,9,0,21,0,0
9,7,0,0,17,17,0
10,13,12,13,10,0,0
11,14,0,0,12,17,0
12,0,20,14,0,19,0
13,24,9,0,0,0,0
14,0,0,0,22,0,0
15,12,0,0,10,0,0
16,14,19,19,0,15,0
17,0,0,7,13,0,29
18,16,13,5,0,0,42
19,7,8,17,10,0,14
20,19,0,18,0,0,0
21,23,0,0,18,0,0
22,11,22,0,14,0,21
23,0,13,20,10,0,0
