entry_month,pnl,trades,win_rate
2025-01,2579.12,195,61.03
2025-02,192.05,153,56.21
2025-03,2155.22,184,59.24
2025-04,9283.07,245,63.67
2025-05,2159.05,190,58.42
2025-06,2293.83,186,64.52
2025-07,503.16,207,54.59
2025-08,-104.21,26,50.0
2025-10,1027.09,77,63.64
2025-11,-147.61,68,51.47
2025-12,-99.35,40,50.0
