timestamp,bar_close_time,signal_type,action,reason,fast_sma,slow_sma
2024-01-02 00:20:00+00:00,2024-01-02 00:21:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.01 pips < 0.7 pips threshold),1.10373,1.1037314285714286
2024-01-02 00:21:00+00:00,2024-01-02 00:22:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.04 pips < 0.7 pips threshold),1.1037160000000001,1.1037204545454546
2024-01-02 00:22:00+00:00,2024-01-02 00:23:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.08 pips < 0.7 pips threshold),1.1037050000000002,1.1037126086956521
2024-01-02 00:23:00+00:00,2024-01-02 00:24:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.13 pips < 0.7 pips threshold),1.1036905000000004,1.1037033333333335
2024-01-02 00:24:00+00:00,2024-01-02 00:25:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.18 pips < 0.7 pips threshold),1.1036760000000003,1.1036944000000002
2024-01-02 00:25:00+00:00,2024-01-02 00:26:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.26 pips < 0.7 pips threshold),1.1036610000000002,1.1036865384615386
2024-01-02 00:26:00+00:00,2024-01-02 00:27:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.30 pips < 0.7 pips threshold),1.1036485,1.1036785185185187
2024-01-02 00:27:00+00:00,2024-01-02 00:28:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.36 pips < 0.7 pips threshold),1.1036345000000003,1.1036703571428572
2024-01-02 00:28:00+00:00,2024-01-02 00:29:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.43 pips < 0.7 pips threshold),1.10362,1.10366275862069
2024-01-02 00:29:00+00:00,2024-01-02 00:30:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.52 pips < 0.7 pips threshold),1.1036055,1.1036570000000003
2024-01-02 00:30:00+00:00,2024-01-02 00:31:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.56 pips < 0.7 pips threshold),1.1035970000000002,1.1036529032258067
2024-01-02 00:31:00+00:00,2024-01-02 00:32:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.61 pips < 0.7 pips threshold),1.1035865,1.1036478125000002
2024-01-02 00:32:00+00:00,2024-01-02 00:33:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.68 pips < 0.7 pips threshold),1.1035755,1.1036430303030305
2024-01-02 00:53:00+00:00,2024-01-02 00:54:00+00:00,BUY,rejected,crossover_threshold_not_met (diff=0.05 pips < 0.7 pips threshold),1.103648,1.1036427777777775
2024-01-02 00:54:00+00:00,2024-01-02 00:55:00+00:00,BUY,rejected,crossover_threshold_not_met (diff=0.14 pips < 0.7 pips threshold),1.1036594999999998,1.1036459999999997
2024-01-02 00:55:00+00:00,2024-01-02 00:56:00+00:00,BUY,rejected,crossover_threshold_not_met (diff=0.22 pips < 0.7 pips threshold),1.1036714999999997,1.103649107142857
2024-01-02 00:56:00+00:00,2024-01-02 00:57:00+00:00,BUY,rejected,crossover_threshold_not_met (diff=0.31 pips < 0.7 pips threshold),1.1036834999999998,1.1036522807017541
2024-01-02 00:57:00+00:00,2024-01-02 00:58:00+00:00,BUY,rejected,crossover_threshold_not_met (diff=0.40 pips < 0.7 pips threshold),1.1036934999999997,1.103653793103448
2024-01-02 00:58:00+00:00,2024-01-02 00:59:00+00:00,BUY,rejected,crossover_threshold_not_met (diff=0.48 pips < 0.7 pips threshold),1.1037039999999996,1.1036561016949151
2024-01-02 00:59:00+00:00,2024-01-02 01:00:00+00:00,BUY,rejected,crossover_threshold_not_met (diff=0.58 pips < 0.7 pips threshold),1.1037169999999996,1.103659
2024-01-02 01:00:00+00:00,2024-01-02 01:01:00+00:00,BUY,rejected,crossover_threshold_not_met (diff=0.67 pips < 0.7 pips threshold),1.1037279999999998,1.1036611475409837
2024-01-02 01:01:00+00:00,2024-01-02 01:02:00+00:00,BUY,close_only,Closed existing short position,1.1037409999999999,1.103663870967742
2024-01-02 01:53:00+00:00,2024-01-02 01:54:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.01 pips < 0.7 pips threshold),1.1038139999999999,1.103814800000001
2024-01-02 01:54:00+00:00,2024-01-02 01:55:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.03 pips < 0.7 pips threshold),1.1038124999999996,1.103815500000001
2024-01-02 01:55:00+00:00,2024-01-02 01:56:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.07 pips < 0.7 pips threshold),1.1038089999999996,1.103815500000001
2024-01-02 01:56:00+00:00,2024-01-02 01:57:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.14 pips < 0.7 pips threshold),1.1038014999999999,1.103815000000001
2024-01-02 01:57:00+00:00,2024-01-02 01:58:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.26 pips < 0.7 pips threshold),1.1037869999999999,1.1038131000000009
2024-01-02 01:58:00+00:00,2024-01-02 01:59:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.35 pips < 0.7 pips threshold),1.1037769999999996,1.1038115000000008
2024-01-02 01:59:00+00:00,2024-01-02 02:00:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.44 pips < 0.7 pips threshold),1.1037649999999997,1.1038094000000007
2024-01-02 02:00:00+00:00,2024-01-02 02:01:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.54 pips < 0.7 pips threshold),1.1037544999999997,1.103808200000001
2024-01-02 02:01:00+00:00,2024-01-02 02:02:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.68 pips < 0.7 pips threshold),1.1037394999999999,1.103807800000001
2024-01-02 03:55:00+00:00,2024-01-02 03:56:00+00:00,BUY,rejected,crossover_threshold_not_met (diff=0.02 pips < 0.7 pips threshold),1.1023334999999999,1.1023318
2024-01-02 03:56:00+00:00,2024-01-02 03:57:00+00:00,BUY,rejected,crossover_threshold_not_met (diff=0.20 pips < 0.7 pips threshold),1.1023464999999997,1.1023263
2024-01-02 03:57:00+00:00,2024-01-02 03:58:00+00:00,BUY,rejected,crossover_threshold_not_met (diff=0.36 pips < 0.7 pips threshold),1.1023564999999995,1.1023207000000002
2024-01-02 03:58:00+00:00,2024-01-02 03:59:00+00:00,BUY,rejected,crossover_threshold_not_met (diff=0.56 pips < 0.7 pips threshold),1.1023714999999998,1.1023159
2024-01-02 03:59:00+00:00,2024-01-02 04:00:00+00:00,BUY,rejected,stochastic_unfavorable,1.1023844999999999,1.1023107
2024-01-02 04:00:00+00:00,2024-01-02 04:01:00+00:00,BUY,rejected,stochastic_unfavorable,1.1023969999999998,1.1023056000000002
2024-01-02 04:01:00+00:00,2024-01-02 04:02:00+00:00,BUY,rejected,stochastic_unfavorable,1.1024074999999998,1.1023002000000002
2024-01-02 04:02:00+00:00,2024-01-02 04:03:00+00:00,BUY,rejected,stochastic_unfavorable,1.1024175,1.1022963000000003
2024-01-02 04:03:00+00:00,2024-01-02 04:04:00+00:00,BUY,rejected,stochastic_unfavorable,1.1024254999999998,1.1022933000000004
2024-01-02 04:04:00+00:00,2024-01-02 04:05:00+00:00,BUY,rejected,stochastic_unfavorable,1.1024219999999996,1.1022883000000006
2024-01-02 04:05:00+00:00,2024-01-02 04:06:00+00:00,BUY,rejected,stochastic_unfavorable,1.1024119999999997,1.1022839000000004
2024-01-02 04:06:00+00:00,2024-01-02 04:07:00+00:00,BUY,rejected,"dmi_trend_mismatch (+DI=22.21 < -DI=27.36, bearish trend)",1.1024005000000003,1.1022786000000004
2024-01-02 04:07:00+00:00,2024-01-02 04:08:00+00:00,BUY,rejected,"dmi_trend_mismatch (+DI=22.21 < -DI=27.36, bearish trend)",1.1023875,1.1022733000000005
2024-01-02 04:08:00+00:00,2024-01-02 04:09:00+00:00,BUY,rejected,"dmi_trend_mismatch (+DI=20.62 < -DI=31.26, bearish trend)",1.1023749999999999,1.1022679000000004
2024-01-02 04:09:00+00:00,2024-01-02 04:10:00+00:00,BUY,rejected,"dmi_trend_mismatch (+DI=20.62 < -DI=31.26, bearish trend)",1.102363,1.1022637000000004
2024-01-02 04:10:00+00:00,2024-01-02 04:11:00+00:00,BUY,rejected,"dmi_trend_mismatch (+DI=18.66 < -DI=31.46, bearish trend)",1.1023479999999999,1.1022589000000003
