hour_EST,Monday,Tuesday,Wednesday,Thursday,Friday,Sunday
0,0.0,90.9090909090909,75.0,57.14285714285714,77.77777777777779,0.0
1,81.81818181818183,0.0,71.42857142857143,0.0,75.0,0.0
2,42.857142857142854,0.0,0.0,66.66666666666666,0.0,0.0
3,61.904761904761905,81.25,58.82352941176471,0.0,63.63636363636363,0.0
4,62.5,61.53846153846154,92.3076923076923,0.0,0.0,0.0
5,0.0,75.0,0.0,75.0,52.63157894736842,0.0
6,73.33333333333333,92.3076923076923,54.54545454545454,54.54545454545454,50.0,0.0
7,66.66666666666666,57.14285714285714,100.0,0.0,0.0,0.0
8,66.66666666666666,60.0,0.0,80.0,0.0,0.0
9,85.71428571428571,0.0,0.0,57.14285714285714,88.23529411764706,0.0
10,75.0,63.63636363636363,75.0,77.77777777777779,0.0,0.0
11,64.28571428571429,0.0,0.0,88.88888888888889,88.23529411764706,0.0
12,0.0,66.66666666666666,50.0,0.0,62.5,0.0
13,70.0,77.77777777777779,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,52.63157894736842,0.0,0.0
15,72.72727272727273,0.0,0.0,90.0,0.0,0.0
16,100.0,64.70588235294117,66.66666666666666,0.0,73.33333333333333,0.0
17,0.0,0.0,75.0,62.5,0.0,68.0
18,66.66666666666666,61.53846153846154,75.0,0.0,0.0,71.875
19,75.0,66.66666666666666,58.82352941176471,81.81818181818183,0.0,66.66666666666666
20,60.0,0.0,64.70588235294117,0.0,0.0,0.0
21,76.47058823529412,0.0,0.0,73.33333333333333,0.0,0.0
22,64.28571428571429,72.22222222222221,0.0,60.0,0.0,50.0
23,0.0,70.0,66.66666666666666,50.0,0.0,0.0
