hour_EST,Monday,Tuesday,Wednesday,Thursday,Friday,Sunday
0,0,11,12,7,9,0
1,11,0,7,0,12,0
2,7,0,0,18,0,0
3,21,16,17,0,22,0
4,24,13,13,0,0,0
5,0,8,0,12,19,0
6,15,13,11,11,10,0
7,6,14,6,0,0,0
8,18,10,0,20,0,0
9,7,0,0,14,17,0
10,16,11,12,9,0,0
11,14,0,0,9,17,0
12,0,18,12,0,16,0
13,20,9,0,0,0,0
14,0,0,0,19,0,0
15,11,0,0,10,0,0
16,12,17,18,0,15,0
17,0,0,8,8,0,25
18,9,13,4,0,0,32
19,4,9,17,11,0,9
20,20,0,17,0,0,0
21,17,0,0,15,0,0
22,14,18,0,15,0,16
23,0,10,18,10,0,0
