entry_month,pnl,trades,win_rate
2025-01,1946.96,232,62.93
2025-02,443.35,194,63.4
2025-03,1670.6,235,61.7
2025-04,10409.13,287,67.94
2025-05,3888.44,225,66.22
2025-06,1668.46,251,64.14
2025-07,1011.41,239,60.25
2025-08,-48.69,35,57.14
2025-10,1190.49,95,66.32
2025-11,-385.18,112,56.25
2025-12,608.93,62,64.52
