hour_EST,Monday,Tuesday,Wednesday,Thursday,Friday,Sunday
0,0.0,70.0,69.23076923076923,57.14285714285714,70.0,0.0
1,75.0,0.0,44.44444444444444,0.0,57.14285714285714,0.0
2,50.0,0.0,0.0,54.54545454545454,0.0,0.0
3,52.17391304347826,80.0,52.94117647058824,0.0,62.5,0.0
4,60.0,58.333333333333336,78.57142857142857,0.0,0.0,0.0
5,0.0,62.5,0.0,66.66666666666666,55.00000000000001,0.0
6,58.82352941176471,76.92307692307693,53.84615384615385,54.54545454545454,45.45454545454545,0.0
7,42.857142857142854,53.333333333333336,42.857142857142854,0.0,0.0,0.0
8,60.0,50.0,0.0,50.0,0.0,0.0
9,71.42857142857143,0.0,0.0,56.25,76.47058823529412,0.0
10,58.82352941176471,63.63636363636363,61.53846153846154,60.0,0.0,0.0
11,56.25,0.0,0.0,90.0,82.35294117647058,0.0
12,0.0,55.00000000000001,53.84615384615385,0.0,58.82352941176471,0.0
13,52.17391304347826,70.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,52.38095238095239,0.0,0.0
15,66.66666666666666,0.0,0.0,90.9090909090909,0.0,0.0
16,85.71428571428571,60.0,60.0,0.0,68.75,0.0
17,0.0,0.0,75.0,63.63636363636363,0.0,60.71428571428571
18,58.333333333333336,61.53846153846154,80.0,0.0,0.0,52.27272727272727
19,60.0,50.0,61.111111111111114,81.81818181818183,0.0,80.95238095238095
20,55.00000000000001,0.0,65.0,0.0,0.0,0.0
21,55.55555555555556,0.0,0.0,58.82352941176471,0.0,0.0
22,47.05882352941176,66.66666666666666,0.0,53.333333333333336,0.0,52.38095238095239
23,0.0,70.0,70.0,58.333333333333336,0.0,0.0
