timestamp_ns,delivery_count
1770391800000000000,4
1770392700000000000,4
1770393600000000000,4
1770394500000000000,4
1770395400000000000,4
1770396300000000000,4
1770397200000000000,4
1770398100000000000,4
1770399000000000000,4
1770399900000000000,4
1770400800000000000,4
1770401700000000000,4
1770402600000000000,4
1770403500000000000,4
1770404400000000000,4
1770405300000000000,4
1770406200000000000,4
1770407100000000000,4
1770408000000000000,4
1770408900000000000,4
1770409800000000000,4
1770410700000000000,4
1770411600000000000,4
1770412500000000000,4
1770413400000000000,4
1770414300000000000,4
1770588900000000000,4
1770589800000000000,4
1770590700000000000,4
1770591600000000000,4
1770592500000000000,4
1770593400000000000,4
1770594300000000000,4
1770595200000000000,4
1770596100000000000,4
1770597000000000000,4
1770597900000000000,4
1770598800000000000,4
1770599700000000000,4
1770600600000000000,4
1770601500000000000,4
1770602400000000000,4
1770603300000000000,4
1770604200000000000,4
1770605100000000000,4
1770606000000000000,4
1770606900000000000,4
1770607800000000000,4
1770608700000000000,4
1770609600000000000,4
1770610500000000000,4
1770611400000000000,4
1770612300000000000,4
1770613200000000000,2
1770614100000000000,2
1770615000000000000,2
1770615900000000000,2
1770616800000000000,2
1770617700000000000,2
1770618600000000000,2
1770619500000000000,2
1770620400000000000,2
1770621300000000000,2
1770622200000000000,2
1770623100000000000,2
1770624000000000000,2
1770624900000000000,2
1770625800000000000,2
1770626700000000000,2
1770627600000000000,2
1770628500000000000,2
1770629400000000000,2
1770630300000000000,2
1770631200000000000,2
1770632100000000000,2
1770633000000000000,2
1770633900000000000,2
1770634800000000000,2
1770635700000000000,2
1770636600000000000,2
1770637500000000000,2
1770638400000000000,2
1770639300000000000,2
1770640200000000000,2
1770641100000000000,2
1770642000000000000,2
1770642900000000000,2
1770643800000000000,2
1770644700000000000,2
1770645600000000000,2
1770646500000000000,2
1770647400000000000,2
1770648300000000000,2
1770649200000000000,2
1770650100000000000,2
1770651000000000000,2
1770651900000000000,2
1770652800000000000,2
1770653700000000000,2
1770654600000000000,2
1770655500000000000,2
1770656400000000000,2
1770657300000000000,2
1770658200000000000,2
1770659100000000000,2
1770660000000000000,2
1770660900000000000,2
1770661800000000000,2
1770662700000000000,2
1770663600000000000,2
1770664500000000000,2
1770665400000000000,2
1770666300000000000,2
1770667200000000000,2
1770668100000000000,2
1770669000000000000,2
1770669900000000000,2
1770670800000000000,2
1770671700000000000,2
1770672600000000000,2
1770673500000000000,2
1770675300000000000,2
1770676200000000000,2
1770677100000000000,2
1770678000000000000,2
1770678900000000000,2
1770679800000000000,2
1770680700000000000,2
1770681600000000000,2
1770682500000000000,2
1770683400000000000,2
1770684300000000000,2
1770685200000000000,2
1770686100000000000,2
1770687000000000000,2
1770687900000000000,2
1770688800000000000,2
1770689700000000000,2
1770690600000000000,2
1770691500000000000,2
1770692400000000000,2
1770693300000000000,2
1770694200000000000,2
1770695100000000000,2
1770696000000000000,2
1770696900000000000,2
1770697800000000000,2
1770698700000000000,2
1770699600000000000,2
1770700500000000000,2
1770701400000000000,2
1770702300000000000,2
1770703200000000000,2
1770704100000000000,2
1770705000000000000,2
1770705900000000000,2
1770706800000000000,2
1770707700000000000,2
1770708600000000000,2
1770709500000000000,2
1770710400000000000,2
1770711300000000000,2
1770712200000000000,2
1770713100000000000,2
1770714000000000000,2
1770714900000000000,2
1770715800000000000,2
1770716700000000000,2
1770717600000000000,2
1770718500000000000,2
1770719400000000000,2
1770720300000000000,2
1770721200000000000,2
1770722100000000000,2
1770723000000000000,2
1770723900000000000,2
1770724800000000000,2
1770725700000000000,2
1770726600000000000,2
1770727500000000000,2
1770728400000000000,2
1770729300000000000,2
1770730200000000000,2
1770731100000000000,2
1770732000000000000,2
1770732900000000000,2
1770733800000000000,2
1770734700000000000,2
1770735600000000000,2
1770736500000000000,2
1770737400000000000,2
1770738300000000000,2
1770739200000000000,2
1770740100000000000,2
1770741000000000000,2
1770741900000000000,2
1770742800000000000,2
1770743700000000000,2
1770744600000000000,2
1770745500000000000,2
1770746400000000000,2
1770747300000000000,2
1770748200000000000,2
1770749100000000000,2
1770750000000000000,2
1770750900000000000,2
1770751800000000000,2
1770752700000000000,2
1770753600000000000,2
1770754500000000000,2
1770755400000000000,2
1770756300000000000,2
1770757200000000000,2
1770758100000000000,2
1770759000000000000,2
1770759900000000000,2
1770761700000000000,2
1770762600000000000,2
1770763500000000000,2
1770764400000000000,2
1770765300000000000,2
1770766200000000000,2
1770767100000000000,2
1770768000000000000,2
1770768900000000000,2
1770769800000000000,2
1770770700000000000,2
1770771600000000000,2
1770772500000000000,2
1770773400000000000,2
1770774300000000000,2
1770775200000000000,2
1770776100000000000,2
1770777000000000000,2
1770777900000000000,2
1770778800000000000,2
1770779700000000000,2
1770780600000000000,2
1770781500000000000,2
1770782400000000000,2
1770783300000000000,2
1770784200000000000,2
1770785100000000000,2
1770786000000000000,2
1770786900000000000,2
1770787800000000000,2
1770788700000000000,2
1770789600000000000,2
1770790500000000000,2
1770791400000000000,2
1770792300000000000,2
1770793200000000000,2
1770794100000000000,2
1770795000000000000,2
1770795900000000000,2
1770796800000000000,2
1770797700000000000,2
1770798600000000000,2
1770799500000000000,2
1770800400000000000,2
1770801300000000000,2
1770802200000000000,2
1770803100000000000,2
1770804000000000000,2
1770804900000000000,2
1770805800000000000,2
1770806700000000000,2
1770807600000000000,2
1770808500000000000,2
1770809400000000000,2
1770810300000000000,2
1770811200000000000,2
1770812100000000000,2
1770813000000000000,2
1770813900000000000,2
1770814800000000000,2
1770815700000000000,2
1770816600000000000,2
1770817500000000000,2
1770818400000000000,2
1770819300000000000,2
1770820200000000000,2
1770821100000000000,2
1770822000000000000,2
1770822900000000000,2
1770823800000000000,2
1770824700000000000,2
1770825600000000000,2
1770826500000000000,2
1770827400000000000,2
1770828300000000000,2
1770829200000000000,2
1770830100000000000,2
1770831000000000000,2
1770831900000000000,2
1770832800000000000,2
1770833700000000000,2
1770834600000000000,2
1770835500000000000,2
1770836400000000000,2
1770837300000000000,2
1770838200000000000,2
1770839100000000000,2
1770840000000000000,2
1770840900000000000,2
1770841800000000000,2
1770842700000000000,2
1770843600000000000,2
1770844500000000000,2
1770845400000000000,2
1770846300000000000,2
1770848100000000000,2
1770849000000000000,2
1770849900000000000,2
1770850800000000000,2
1770851700000000000,2
1770852600000000000,2
1770853500000000000,2
1770854400000000000,2
1770855300000000000,2
1770856200000000000,2
1770857100000000000,2
1770858000000000000,2
1770858900000000000,2
1770859800000000000,2
1770860700000000000,2
1770861600000000000,2
1770862500000000000,2
1770863400000000000,2
1770864300000000000,2
1770865200000000000,2
1770866100000000000,2
1770867000000000000,2
1770867900000000000,2
1770868800000000000,2
1770869700000000000,2
1770870600000000000,2
1770871500000000000,2
1770872400000000000,2
1770873300000000000,2
1770874200000000000,2
1770875100000000000,2
1770876000000000000,2
1770876900000000000,2
1770877800000000000,2
1770878700000000000,2
1770879600000000000,2
1770880500000000000,2
1770881400000000000,2
1770882300000000000,2
1770883200000000000,2
1770884100000000000,2
1770885000000000000,2
1770885900000000000,2
1770886800000000000,2
1770887700000000000,2
1770888600000000000,2
1770889500000000000,2
1770890400000000000,2
1770891300000000000,2
1770892200000000000,2
1770893100000000000,2
1770894000000000000,2
1770894900000000000,2
1770895800000000000,2
1770896700000000000,2
1770897600000000000,2
1770898500000000000,2
