timestamp,open,close,high,low,adx,dmp,dmn
2026-02-19 21:30:00+00:00,1.17727,1.17735,1.17783,1.17705,0.2217351312938184,0.23607740934995988,0.20817624037210564
2026-02-19 22:00:00+00:00,1.17705,1.1772,1.17726,1.17705,0.20765436412690078,0.22227669926177676,0.20292629994832126
2026-02-19 22:30:00+00:00,1.1772,1.17713,1.17739,1.17711,0.19658964009191596,0.2091623856928672,0.20938747503167296
2026-02-19 23:00:00+00:00,1.17713,1.17728,1.17761,1.1771,0.18969548541877299,0.1986749247728369,0.21965412695203423
2026-02-19 23:30:00+00:00,1.17728,1.17684,1.17728,1.17683,0.1784267998578309,0.18750821997487344,0.21040729677165018
2026-02-20 00:00:00+00:00,1.17684,1.17683,1.17712,1.17667,0.16620385076158478,0.17794966809017887,0.20128207759873903
2026-02-20 00:30:00+00:00,1.17683,1.17706,1.17722,1.17669,0.15560585604276256,0.16701632795029675,0.20062496059214546
2026-02-20 01:00:00+00:00,1.17706,1.1763,1.17718,1.17611,0.15302159809323088,0.15961272442740781,0.18019743575107994
2026-02-20 01:30:00+00:00,1.1763,1.17589,1.17633,1.17552,0.15871789325593824,0.1571618746493504,0.16638615677166402
2026-02-20 02:00:00+00:00,1.17589,1.17564,1.17599,1.17555,0.16400731019273798,0.15851445414298443,0.15924602490553333
2026-02-20 02:30:00+00:00,1.17564,1.17546,1.17575,1.17535,0.1715585056908247,0.1651381994733815,0.15282541018082832
2026-02-20 03:00:00+00:00,1.17546,1.17552,1.17589,1.17545,0.17539262246427234,0.16969996632850518,0.1603631932343809
2026-02-20 03:30:00+00:00,1.17552,1.17569,1.17587,1.17551,0.17895287375390226,0.1752556897223635,0.1541707902632389
2026-02-20 04:00:00+00:00,1.17569,1.17578,1.17599,1.17569,0.17931319339401164,0.177352907929142,0.16240451118362387
2026-02-20 04:30:00+00:00,1.17578,1.17533,1.17579,1.17526,0.1863479707253023,0.1826504222396023,0.15267544515636064
