entry_month,pnl,trades,win_rate
2025-01,790.75,121,50.41
2025-02,2925.9,104,62.5
2025-03,4225.69,117,58.97
2025-04,12062.91,151,62.91
2025-05,4963.17,115,60.87
2025-06,2466.24,125,56.0
2025-07,2539.86,134,52.99
2025-08,403.0,16,43.75
2025-10,531.65,42,54.76
2025-11,-496.7,57,42.11
2025-12,480.27,30,56.67
