hour_EST,Monday,Tuesday,Wednesday,Thursday,Friday,Sunday
0,0.0,57.89473684210527,60.86956521739131,50.0,40.0,0.0
1,54.54545454545454,0.0,50.0,0.0,56.52173913043478,0.0
2,57.692307692307686,0.0,0.0,54.054054054054056,0.0,0.0
3,42.42424242424242,51.42857142857142,53.57142857142857,0.0,48.717948717948715,0.0
4,47.368421052631575,65.38461538461539,64.0,0.0,0.0,0.0
5,0.0,62.5,0.0,45.45454545454545,62.06896551724138,0.0
6,45.16129032258064,47.61904761904761,52.0,47.82608695652174,41.66666666666667,0.0
7,60.0,45.45454545454545,43.75,0.0,0.0,0.0
8,57.57575757575758,38.095238095238095,0.0,37.83783783783784,0.0,0.0
9,41.17647058823529,0.0,0.0,54.83870967741935,50.0,0.0
10,57.14285714285714,50.0,42.10526315789473,63.1578947368421,0.0,0.0
11,52.17391304347826,0.0,0.0,48.0,60.71428571428571,0.0
12,0.0,52.94117647058824,55.172413793103445,0.0,56.52173913043478,0.0
13,41.935483870967744,45.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,57.14285714285714,0.0,0.0
15,52.0,0.0,0.0,60.0,0.0,0.0
16,56.00000000000001,52.94117647058824,54.285714285714285,0.0,34.48275862068966,0.0
17,0.0,0.0,35.714285714285715,57.692307692307686,0.0,55.88235294117647
18,52.38095238095239,48.0,72.72727272727273,0.0,0.0,55.55555555555556
19,38.46153846153847,46.666666666666664,41.66666666666667,62.5,0.0,58.620689655172406
20,52.94117647058824,0.0,43.75,0.0,0.0,0.0
21,57.14285714285714,0.0,0.0,50.0,0.0,0.0
22,44.827586206896555,50.0,0.0,52.17391304347826,0.0,50.0
23,0.0,58.333333333333336,58.06451612903226,56.00000000000001,0.0,0.0
