entry_month,pnl,trades,win_rate
2025-01,2646.34,222,51.35
2025-02,860.88,183,54.1
2025-03,2016.23,242,52.48
2025-04,8042.16,296,55.41
2025-05,2035.19,226,53.54
2025-06,1258.38,236,53.81
2025-07,76.39,254,48.43
2025-08,-180.06,37,45.95
2025-10,486.43,89,50.56
2025-11,-581.5,114,42.98
2025-12,-14.74,60,46.67
