hour_EST,pnl,trades,win_rate
0,752.99,76,52.63
1,522.84,63,53.97
2,669.92,63,55.56
3,-197.91,135,48.89
4,1583.12,89,57.3
5,1198.83,67,56.72
6,-477.72,124,46.77
7,722.74,53,49.06
8,-224.79,91,45.05
9,1441.9,80,50.0
10,2301.33,90,53.33
11,1491.62,76,53.95
12,1435.88,86,54.65
13,-802.33,51,43.14
14,740.6,28,57.14
15,791.28,45,55.56
16,-114.38,123,49.59
17,1177.42,74,52.7
18,1368.16,111,54.95
19,262.47,105,51.43
20,174.87,66,48.48
21,114.16,67,53.73
22,682.28,116,49.14
23,1030.42,80,57.5
