hour_EST,Monday,Tuesday,Wednesday,Thursday,Friday,Sunday
0,0.0,236.3,460.4,-31.7,87.9,0.0
1,182.4,0.0,158.1,0.0,182.4,0.0
2,475.1,0.0,0.0,194.8,0.0,0.0
3,-395.7,192.4,344.6,0.0,-339.3,0.0
4,-242.9,882.5,943.5,0.0,0.0,0.0
5,0.0,424.6,0.0,-508.4,1282.6,0.0
6,-278.0,-66.7,287.5,-184.9,-235.6,0.0
7,900.1,-139.6,-37.7,0.0,0.0,0.0
8,978.9,-481.0,0.0,-722.7,0.0,0.0
9,33.3,0.0,0.0,706.2,702.3,0.0
10,1244.9,74.6,-99.7,1081.5,0.0,0.0
11,64.7,0.0,0.0,299.7,1127.2,0.0
12,0.0,627.7,227.1,0.0,581.0,0.0
13,-460.9,-341.5,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,740.6,0.0,0.0
15,185.9,0.0,0.0,605.4,0.0,0.0
16,-178.0,260.2,388.6,0.0,-585.2,0.0
17,0.0,0.0,97.8,90.8,0.0,988.8
18,234.9,152.5,198.7,0.0,0.0,782.0
19,-188.1,14.0,-123.3,224.3,0.0,335.6
20,362.6,0.0,-187.8,0.0,0.0,0.0
21,615.8,0.0,0.0,-501.7,0.0,0.0
22,-145.5,304.8,0.0,-18.2,0.0,541.3
23,0.0,142.6,460.2,427.6,0.0,0.0
