hour_EST,Monday,Tuesday,Wednesday,Thursday,Friday,Sunday
0,0,10,13,7,10,0
1,12,0,9,0,14,0
2,8,0,0,22,0,0
3,23,15,17,0,24,0
4,25,12,14,0,0,0
5,0,8,0,12,20,0
6,17,13,13,11,11,0
7,7,15,7,0,0,0
8,20,10,0,22,0,0
9,7,0,0,16,17,0
10,17,11,13,10,0,0
11,16,0,0,10,17,0
12,0,20,13,0,17,0
13,23,10,0,0,0,0
14,0,0,0,21,0,0
15,15,0,0,11,0,0
16,14,20,20,0,16,0
17,0,0,8,11,0,28
18,12,13,5,0,0,44
19,5,10,18,11,0,21
20,20,0,20,0,0,0
21,18,0,0,17,0,0
22,17,21,0,15,0,21
23,0,10,20,12,0,0
