hour_EST,pnl,trades,win_rate
0,1322.42,40,60.0
1,425.91,32,43.75
2,157.29,30,46.67
3,1256.03,80,50.0
4,1847.19,48,54.17
5,1313.61,42,52.38
6,718.76,63,47.62
7,-271.07,28,39.29
8,-62.68,49,42.86
9,3731.3,41,60.98
10,1474.96,48,47.92
11,2912.34,43,62.79
12,584.92,53,43.4
13,198.7,33,45.45
14,1056.49,22,54.55
15,580.63,22,59.09
16,1668.73,67,52.24
17,1024.1,49,53.06
18,1201.62,76,47.37
19,1043.44,56,53.57
20,317.78,37,45.95
21,324.97,41,51.22
22,1670.9,68,50.0
23,1810.41,43,65.12
