hour_EST,pnl,trades,win_rate
0,1288.45,43,65.12
1,607.28,40,52.5
2,311.86,32,53.12
3,1454.44,85,57.65
4,1753.62,54,59.26
5,1009.37,42,54.76
6,245.32,67,50.75
7,360.43,30,53.33
8,-194.72,56,46.43
9,3300.63,43,65.12
10,1612.85,52,55.77
11,2127.44,46,63.04
12,1013.65,56,51.79
13,670.1,34,55.88
14,587.49,24,54.17
15,1156.55,28,64.29
16,2049.24,77,59.74
17,713.92,51,54.9
18,1529.03,84,54.76
19,502.89,70,54.29
20,471.26,41,53.66
21,50.76,44,54.55
22,1299.73,81,51.85
23,1564.38,47,68.09
