trader_id,strategy_id,instrument_id,account_id,opening_order_id,closing_order_id,entry,side,quantity,peak_qty,ts_init,ts_opened,ts_last,ts_closed,duration_ns,avg_px_open,avg_px_close,commissions,realized_return,realized_pnl,is_snapshot
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250103-034500-001-MA_CROSS-7,O-20250103-034500-001-MA_CROSS-9,BUY,FLAT,0.00,100000.00,1735875900000000000,2025-01-03 03:45:00+00:00,1736148780000000000,2025-01-06 07:33:00+00:00,272880000000000,1.027179999999,1.03236,['4.11 USD'],0.00504,513.89 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250107-044500-001-MA_CROSS-13,O-20250107-134500-001-MA_CROSS-16,BUY,FLAT,0.00,100000.00,1736225160000000000,2025-01-07 04:46:00+00:00,1736257500000000000,2025-01-07 13:45:00+00:00,32340000000000,1.03928,1.0395700000010002,['4.16 USD'],0.00028,24.84 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250108-194500-001-MA_CROSS-17,O-20250109-053000-001-MA_CROSS-20,BUY,FLAT,0.00,100000.00,1736365500000000000,2025-01-08 19:45:00+00:00,1736400600000000000,2025-01-09 05:30:00+00:00,35100000000000,1.0311899999990002,1.030970000001,['4.12 USD'],-0.00021,-26.12 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250110-100000-001-MA_CROSS-21,O-20250110-100000-001-MA_CROSS-22,BUY,FLAT,0.00,100000.00,1736503200000000000,2025-01-10 10:00:00+00:00,1736515860000000000,2025-01-10 13:31:00+00:00,12660000000000,1.029999999999,1.027980000001,['4.12 USD'],-0.00196,-206.12 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250110-151500-001-MA_CROSS-24,O-20250110-151500-001-MA_CROSS-25,SELL,FLAT,0.00,100000.00,1736522100000000000,2025-01-10 15:15:00+00:00,1736522760000000000,2025-01-10 15:26:00+00:00,660000000000,1.025490000001,1.027779999999,['4.11 USD'],-0.00223,-233.11 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250113-190000-001-MA_CROSS-27,O-20250113-190000-001-MA_CROSS-29,BUY,FLAT,0.00,100000.00,1736794800000000000,2025-01-13 19:00:00+00:00,1736808660000000000,2025-01-13 22:51:00+00:00,13860000000000,1.021629999999,1.02684,['4.09 USD'],0.0051,516.91 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250114-134500-001-MA_CROSS-30,O-20250114-134500-001-MA_CROSS-31,SELL,FLAT,0.00,100000.00,1736862300000000000,2025-01-14 13:45:00+00:00,1736865000000000000,2025-01-14 14:30:00+00:00,2700000000000,1.0253300000010002,1.0268499999990002,['4.10 USD'],-0.00148,-156.10 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250114-160000-001-MA_CROSS-33,O-20250115-070000-001-MA_CROSS-36,BUY,FLAT,0.00,100000.00,1736872140000000000,2025-01-14 16:29:00+00:00,1736924400000000000,2025-01-15 07:00:00+00:00,52260000000000,1.02893,1.029620000001,['4.12 USD'],0.00067,64.88 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250115-111500-001-MA_CROSS-37,O-20250115-111500-001-MA_CROSS-38,BUY,FLAT,0.00,100000.00,1736939880000000000,2025-01-15 11:18:00+00:00,1736958720000000000,2025-01-15 16:32:00+00:00,18840000000000,1.03076,1.0282500000010002,['4.12 USD'],-0.00244,-255.12 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250115-181500-001-MA_CROSS-40,O-20250116-084500-001-MA_CROSS-43,SELL,FLAT,0.00,100000.00,1736964900000000000,2025-01-15 18:15:00+00:00,1737017100000000000,2025-01-16 08:45:00+00:00,52200000000000,1.0286200000010002,1.029409999999,['4.12 USD'],-0.00077,-83.12 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250116-164500-001-MA_CROSS-47,O-20250117-054500-001-MA_CROSS-50,BUY,FLAT,0.00,100000.00,1737046680000000000,2025-01-16 16:58:00+00:00,1737092700000000000,2025-01-17 05:45:00+00:00,46020000000000,1.02995,1.028940000001,['4.12 USD'],-0.00098,-105.12 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250117-113000-001-MA_CROSS-51,O-20250117-113000-001-MA_CROSS-52,BUY,FLAT,0.00,100000.00,1737113460000000000,2025-01-17 11:31:00+00:00,1737122760000000000,2025-01-17 14:06:00+00:00,9300000000000,1.0307100000000002,1.028200000001,['4.12 USD'],-0.00244,-255.12 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250117-191500-001-MA_CROSS-54,O-20250120-024500-001-MA_CROSS-57,SELL,FLAT,0.00,100000.00,1737141300000000000,2025-01-17 19:15:00+00:00,1737341100000000000,2025-01-20 02:45:00+00:00,199800000000000,1.0281400000010001,1.029109999999,['4.12 USD'],-0.00094,-101.12 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250121-040000-001-MA_CROSS-58,O-20250121-153000-001-MA_CROSS-61,SELL,FLAT,0.00,100000.00,1737432120000000000,2025-01-21 04:02:00+00:00,1737473400000000000,2025-01-21 15:30:00+00:00,41280000000000,1.039,1.039479999999,['4.16 USD'],-0.00046,-52.16 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250122-031500-001-MA_CROSS-62,O-20250122-094500-001-MA_CROSS-65,SELL,FLAT,0.00,100000.00,1737515820000000000,2025-01-22 03:17:00+00:00,1737539100000000000,2025-01-22 09:45:00+00:00,23280000000000,1.04138,1.043619999999,['4.17 USD'],-0.00215,-228.17 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250122-173000-001-MA_CROSS-66,O-20250123-113000-001-MA_CROSS-69,SELL,FLAT,0.00,100000.00,1737567180000000000,2025-01-22 17:33:00+00:00,1737631800000000000,2025-01-23 11:30:00+00:00,64620000000000,1.04148,1.041279999999,['4.16 USD'],0.00019,15.84 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250123-133000-001-MA_CROSS-70,O-20250123-133000-001-MA_CROSS-71,SELL,FLAT,0.00,100000.00,1737639000000000000,2025-01-23 13:30:00+00:00,1737650700000000000,2025-01-23 16:45:00+00:00,11700000000000,1.0406500000010002,1.0423499999990002,['4.16 USD'],-0.00163,-174.16 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250123-180000-001-MA_CROSS-73,O-20250123-180000-001-MA_CROSS-75,BUY,FLAT,0.00,100000.00,1737656820000000000,2025-01-23 18:27:00+00:00,1737706440000000000,2025-01-24 08:14:00+00:00,49620000000000,1.0429700000000002,1.04797,['4.19 USD'],0.00479,495.81 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250126-224500-001-MA_CROSS-76,O-20250127-100000-001-MA_CROSS-79,SELL,FLAT,0.00,100000.00,1737931500000000000,2025-01-26 22:45:00+00:00,1737972000000000000,2025-01-27 10:00:00+00:00,40500000000000,1.0483500000009998,1.0488899999990002,['4.20 USD'],-0.00052,-58.20 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20250127-184500-001-MA_CROSS-80,O-20250127-184500-001-MA_CROSS-82,SELL,FLAT,0.00,100000.00,1738003500000000000,2025-01-27 18:45:00+00:00,1738020900000000000,2025-01-27 23:35:00+00:00,17400000000000,1.0485800000010002,1.04346,['4.19 USD'],0.00488,507.81 USD,True
