hour_EST,Monday,Tuesday,Wednesday,Thursday,Friday,Sunday
0,0,13,14,11,7,0
1,14,0,11,0,16,0
2,17,0,0,23,0,0
3,27,22,25,0,32,0
4,26,17,19,0,0,0
5,0,11,0,18,25,0
6,21,15,19,13,13,0
7,11,17,10,0,0,0
8,23,14,0,27,0,0
9,11,0,0,20,25,0
10,26,17,15,13,0,0
11,15,0,0,17,25,0
12,0,23,23,0,16,0
13,21,13,0,0,0,0
14,0,0,0,23,0,0
15,15,0,0,9,0,0
16,12,23,27,0,20,0
17,0,0,7,20,0,19
18,9,11,7,0,0,30
19,4,8,19,18,0,9
20,24,0,22,0,0,0
21,18,0,0,24,0,0
22,18,21,0,14,0,19
23,0,14,22,16,0,0
