hour_EST,Monday,Tuesday,Wednesday,Thursday,Friday,Sunday
0,0.0,209.6,-224.6,297.6,373.9,0.0
1,211.1,0.0,682.6,0.0,585.1,0.0
2,-159.1,0.0,0.0,143.6,0.0,0.0
3,-1190.6,1235.4,432.6,0.0,-788.5,0.0
4,764.1,245.9,1190.8,0.0,0.0,0.0
5,0.0,1091.1,0.0,328.9,471.4,0.0
6,1006.9,1030.5,263.5,-656.2,422.3,0.0
7,362.4,269.1,573.4,0.0,0.0,0.0
8,995.3,-209.1,0.0,2747.5,0.0,0.0
9,418.7,0.0,0.0,1097.4,2279.5,0.0
10,1293.2,222.4,415.3,691.7,0.0,0.0
11,984.5,0.0,0.0,571.4,2226.6,0.0
12,0.0,927.1,-366.8,0.0,239.4,0.0
13,542.2,340.4,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,899.9,0.0,0.0
15,1030.4,0.0,0.0,444.8,0.0,0.0
16,850.4,261.1,606.3,0.0,1153.0,0.0
17,0.0,0.0,1.8,132.4,0.0,753.2
18,164.1,-218.6,300.1,0.0,0.0,1034.6
19,-115.4,95.6,76.2,-25.3,0.0,256.2
20,142.0,0.0,7.6,0.0,0.0,0.0
21,364.4,0.0,0.0,-334.6,0.0,0.0
22,375.4,348.0,0.0,237.0,0.0,632.7
23,0.0,704.1,170.1,675.3,0.0,0.0
