hour_EST,Monday,Tuesday,Wednesday,Thursday,Friday,Sunday
0,0.0,76.92307692307693,64.70588235294117,50.0,42.10526315789473,0.0
1,75.0,0.0,38.46153846153847,0.0,47.05882352941176,0.0
2,50.0,0.0,0.0,51.724137931034484,0.0,0.0
3,52.0,58.333333333333336,47.05882352941176,0.0,56.00000000000001,0.0
4,44.827586206896555,68.42105263157895,66.66666666666666,0.0,0.0,0.0
5,0.0,54.54545454545454,0.0,40.0,63.63636363636363,0.0
6,47.61904761904761,62.5,57.14285714285714,61.53846153846154,31.25,0.0
7,44.44444444444444,41.17647058823529,50.0,0.0,0.0,0.0
8,60.0,25.0,0.0,38.46153846153847,0.0,0.0
9,50.0,0.0,0.0,52.17391304347826,61.111111111111114,0.0
10,66.66666666666666,57.14285714285714,35.714285714285715,58.333333333333336,0.0,0.0
11,50.0,0.0,0.0,53.333333333333336,75.0,0.0
12,0.0,48.0,60.0,0.0,57.14285714285714,0.0
13,37.03703703703704,63.63636363636363,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,52.0,0.0,0.0
15,52.94117647058824,0.0,0.0,69.23076923076923,0.0,0.0
16,66.66666666666666,58.333333333333336,63.63636363636363,0.0,47.368421052631575,0.0
17,0.0,0.0,45.45454545454545,50.0,0.0,55.88235294117647
18,47.61904761904761,55.00000000000001,66.66666666666666,0.0,0.0,56.60377358490566
19,33.33333333333333,46.666666666666664,45.45454545454545,61.111111111111114,0.0,61.53846153846154
20,46.42857142857143,0.0,44.0,0.0,0.0,0.0
21,62.96296296296296,0.0,0.0,56.52173913043478,0.0,0.0
22,50.0,48.0,0.0,52.63157894736842,0.0,44.0
23,0.0,55.00000000000001,65.21739130434783,50.0,0.0,0.0
