entry_month,pnl,trades,win_rate
2025-01,1698.84,156,48.72
2025-02,1117.87,129,53.49
2025-03,2450.28,160,50.62
2025-04,8933.61,211,53.55
2025-05,3023.58,158,50.63
2025-06,1160.0,152,49.34
2025-07,1100.96,179,47.49
2025-08,278.98,24,45.83
2025-10,898.8,62,50.0
2025-11,-341.46,63,41.27
2025-12,-158.99,35,40.0
