hour_EST,Monday,Tuesday,Wednesday,Thursday,Friday,Sunday
0,0,10,12,7,10,0
1,9,0,5,0,11,0
2,7,0,0,22,0,0
3,21,15,15,0,23,0
4,22,10,13,0,0,0
5,0,9,0,12,20,0
6,17,11,13,10,10,0
7,6,15,7,0,0,0
8,18,9,0,19,0,0
9,6,0,0,15,15,0
10,14,10,13,10,0,0
11,14,0,0,10,16,0
12,0,18,13,0,17,0
13,23,9,0,0,0,0
14,0,0,0,19,0,0
15,11,0,0,9,0,0
16,11,17,18,0,12,0
17,0,0,7,11,0,26
18,13,12,4,0,0,38
19,5,8,14,8,0,14
20,16,0,16,0,0,0
21,15,0,0,14,0,0
22,11,19,0,12,0,20
23,0,11,20,10,0,0
