hour_EST,Monday,Tuesday,Wednesday,Thursday,Friday,Sunday
0,0.0,70.0,50.0,57.14285714285714,70.0,0.0
1,66.66666666666666,0.0,60.0,0.0,45.45454545454545,0.0
2,42.857142857142854,0.0,0.0,59.09090909090909,0.0,0.0
3,52.38095238095239,66.66666666666666,46.666666666666664,0.0,52.17391304347826,0.0
4,54.54545454545454,60.0,69.23076923076923,0.0,0.0,0.0
5,0.0,66.66666666666666,0.0,50.0,55.00000000000001,0.0
6,58.82352941176471,72.72727272727273,53.84615384615385,40.0,30.0,0.0
7,16.666666666666664,40.0,57.14285714285714,0.0,0.0,0.0
8,55.55555555555556,55.55555555555556,0.0,52.63157894736842,0.0,0.0
9,50.0,0.0,0.0,60.0,66.66666666666666,0.0
10,64.28571428571429,40.0,53.84615384615385,60.0,0.0,0.0
11,57.14285714285714,0.0,0.0,80.0,87.5,0.0
12,0.0,44.44444444444444,46.15384615384615,0.0,47.05882352941176,0.0
13,47.82608695652174,44.44444444444444,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,52.63157894736842,0.0,0.0
15,63.63636363636363,0.0,0.0,77.77777777777779,0.0,0.0
16,72.72727272727273,58.82352941176471,55.55555555555556,0.0,58.333333333333336,0.0
17,0.0,0.0,71.42857142857143,54.54545454545454,0.0,65.38461538461539
18,46.15384615384615,58.333333333333336,75.0,0.0,0.0,50.0
19,40.0,50.0,50.0,87.5,0.0,78.57142857142857
20,50.0,0.0,56.25,0.0,0.0,0.0
21,53.333333333333336,0.0,0.0,50.0,0.0,0.0
22,54.54545454545454,73.68421052631578,0.0,50.0,0.0,45.0
23,0.0,72.72727272727273,65.0,40.0,0.0,0.0
