hour_EST,Monday,Tuesday,Wednesday,Thursday,Friday,Sunday
0,0.0,68.75,60.0,54.54545454545454,61.53846153846154,0.0
1,66.66666666666666,0.0,47.05882352941176,0.0,54.166666666666664,0.0
2,68.18181818181817,0.0,0.0,60.60606060606061,0.0,0.0
3,40.625,70.96774193548387,57.14285714285714,0.0,58.333333333333336,0.0
4,54.54545454545454,65.21739130434783,66.66666666666666,0.0,0.0,0.0
5,0.0,66.66666666666666,0.0,57.14285714285714,67.85714285714286,0.0
6,58.620689655172406,52.63157894736842,56.00000000000001,44.44444444444444,42.10526315789473,0.0
7,66.66666666666666,60.0,56.25,0.0,0.0,0.0
8,62.06896551724138,38.88888888888889,0.0,42.857142857142854,0.0,0.0
9,46.15384615384615,0.0,0.0,62.96296296296296,67.85714285714286,0.0
10,53.333333333333336,52.38095238095239,43.75,60.0,0.0,0.0
11,57.14285714285714,0.0,0.0,54.166666666666664,62.96296296296296,0.0
12,0.0,56.25,64.28571428571429,0.0,54.54545454545454,0.0
13,57.14285714285714,42.10526315789473,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,66.66666666666666,0.0,0.0
15,60.0,0.0,0.0,70.58823529411765,0.0,0.0
16,70.0,58.06451612903226,59.375,0.0,42.30769230769231,0.0
17,0.0,0.0,41.66666666666667,63.63636363636363,0.0,58.620689655172406
18,61.111111111111114,52.17391304347826,75.0,0.0,0.0,58.490566037735846
19,50.0,50.0,52.17391304347826,66.66666666666666,0.0,68.96551724137932
20,62.06896551724138,0.0,54.54545454545454,0.0,0.0,0.0
21,57.14285714285714,0.0,0.0,51.85185185185185,0.0,0.0
22,44.44444444444444,58.620689655172406,0.0,70.0,0.0,68.96551724137932
23,0.0,65.21739130434783,66.66666666666666,65.21739130434783,0.0,0.0
