hour_EST,Monday,Tuesday,Wednesday,Thursday,Friday,Sunday
0,0.0,392.3,139.9,-18.8,396.8,0.0
1,302.8,0.0,58.7,0.0,-0.6,0.0
2,605.2,0.0,0.0,416.9,0.0,0.0
3,-864.3,1086.9,309.6,0.0,-176.0,0.0
4,211.4,561.0,1006.9,0.0,0.0,0.0
5,0.0,426.9,0.0,-312.8,1341.8,0.0
6,454.0,-6.6,276.5,-530.2,-623.8,0.0
7,989.0,300.9,198.3,0.0,0.0,0.0
8,950.0,-621.4,0.0,-682.2,0.0,0.0
9,-48.5,0.0,0.0,970.5,1931.8,0.0
10,682.8,127.8,-429.3,640.1,0.0,0.0
11,221.6,0.0,0.0,397.9,713.6,0.0
12,0.0,398.4,545.8,0.0,139.8,0.0
13,373.4,-692.9,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,755.7,0.0,0.0
15,215.4,0.0,0.0,799.5,0.0,0.0
16,166.0,397.3,316.0,0.0,116.9,0.0
17,0.0,0.0,187.9,59.9,0.0,796.7
18,255.0,51.5,135.6,0.0,0.0,568.7
19,-283.8,-43.2,52.7,209.6,0.0,631.7
20,514.9,0.0,314.4,0.0,0.0,0.0
21,404.4,0.0,0.0,-591.6,0.0,0.0
22,-322.1,489.1,0.0,659.2,0.0,1136.8
23,0.0,405.2,580.0,607.4,0.0,0.0
