hour_EST,Monday,Tuesday,Wednesday,Thursday,Friday,Sunday
0,0.0,413.5,440.3,66.6,368.0,0.0
1,482.3,0.0,181.1,0.0,-56.1,0.0
2,138.7,0.0,0.0,173.2,0.0,0.0
3,-133.1,1279.0,57.7,0.0,250.8,0.0
4,432.4,463.3,857.9,0.0,0.0,0.0
5,0.0,113.8,0.0,-4.5,900.1,0.0
6,590.8,353.1,345.8,-311.7,-732.7,0.0
7,266.9,173.7,-80.2,0.0,0.0,0.0
8,466.6,-435.0,0.0,-226.2,0.0,0.0
9,247.6,0.0,0.0,622.4,2430.7,0.0
10,1026.8,257.7,-64.1,392.5,0.0,0.0
11,393.9,0.0,0.0,598.7,1134.9,0.0
12,0.0,138.2,-94.7,0.0,970.1,0.0
13,231.5,438.6,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,587.5,0.0,0.0
15,-128.1,0.0,0.0,1284.7,0.0,0.0
16,307.0,441.3,407.9,0.0,893.1,0.0
17,0.0,0.0,365.7,-298.6,0.0,646.9
18,80.7,33.3,496.3,0.0,0.0,918.7
19,-42.0,8.1,99.6,63.2,0.0,374.0
20,270.0,0.0,201.3,0.0,0.0,0.0
21,266.4,0.0,0.0,-215.6,0.0,0.0
22,-24.9,405.2,0.0,341.7,0.0,577.7
23,0.0,618.8,796.9,148.6,0.0,0.0
