entry_month,pnl,trades,win_rate
2025-01,528.19,147,51.7
2025-02,1166.55,125,59.2
2025-03,3561.91,146,59.59
2025-04,12070.4,191,62.3
2025-05,3611.06,137,56.2
2025-06,1087.43,143,53.15
2025-07,2286.07,165,55.15
2025-08,305.22,22,45.45
2025-10,1227.66,56,60.71
2025-11,-351.83,62,46.77
2025-12,-6.69,33,48.48
