hour_EST,Monday,Tuesday,Wednesday,Thursday,Friday,Sunday
0,0.0,128.6,163.5,40.2,618.5,0.0
1,304.1,0.0,337.4,0.0,150.4,0.0
2,328.5,0.0,0.0,287.9,0.0,0.0
3,-878.3,1412.5,453.8,0.0,-55.0,0.0
4,472.6,261.4,1182.2,0.0,0.0,0.0
5,0.0,503.5,0.0,-292.6,1320.0,0.0
6,552.9,36.0,455.2,-646.1,-551.6,0.0
7,811.0,158.2,208.1,0.0,0.0,0.0
8,909.1,-364.9,0.0,-157.1,0.0,0.0
9,70.5,0.0,0.0,1262.8,2475.3,0.0
10,998.5,-260.8,-302.3,393.7,0.0,0.0
11,550.6,0.0,0.0,666.3,866.6,0.0
12,0.0,430.6,15.8,0.0,122.1,0.0
13,366.0,-144.3,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,1041.7,0.0,0.0
15,165.8,0.0,0.0,862.4,0.0,0.0
16,425.9,349.1,505.0,0.0,315.5,0.0
17,0.0,0.0,289.1,-44.1,0.0,719.0
18,422.3,-3.4,343.1,0.0,0.0,914.7
19,-454.8,-73.2,52.4,-34.0,0.0,398.7
20,536.5,0.0,-96.2,0.0,0.0,0.0
21,227.9,0.0,0.0,-515.3,0.0,0.0
22,126.2,530.3,0.0,466.6,0.0,1271.6
23,0.0,629.0,906.6,642.2,0.0,0.0
