hour_EST,Monday,Tuesday,Wednesday,Thursday,Friday,Sunday
0,0.0,81.81818181818183,66.66666666666666,57.14285714285714,63.63636363636363,0.0
1,85.71428571428571,0.0,50.0,0.0,56.25,0.0
2,42.857142857142854,0.0,0.0,58.333333333333336,0.0,0.0
3,56.52173913043478,78.94736842105263,52.94117647058824,0.0,66.66666666666666,0.0
4,59.25925925925925,71.42857142857143,80.0,0.0,0.0,0.0
5,0.0,66.66666666666666,0.0,69.23076923076923,66.66666666666666,0.0
6,61.111111111111114,80.0,57.14285714285714,72.72727272727273,46.15384615384615,0.0
7,50.0,62.5,55.55555555555556,0.0,0.0,0.0
8,66.66666666666666,50.0,0.0,58.333333333333336,0.0,0.0
9,75.0,0.0,0.0,62.5,82.35294117647058,0.0
10,62.5,66.66666666666666,61.53846153846154,63.63636363636363,0.0,0.0
11,56.25,0.0,0.0,90.9090909090909,88.88888888888889,0.0
12,0.0,57.14285714285714,76.92307692307693,0.0,63.1578947368421,0.0
13,58.333333333333336,72.72727272727273,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,57.14285714285714,0.0,0.0
15,76.47058823529412,0.0,0.0,90.9090909090909,0.0,0.0
16,86.66666666666667,65.0,61.904761904761905,0.0,64.70588235294117,0.0
17,0.0,0.0,80.0,63.63636363636363,0.0,65.51724137931035
18,58.82352941176471,64.28571428571429,75.0,0.0,0.0,55.10204081632652
19,57.14285714285714,50.0,66.66666666666666,87.5,0.0,88.88888888888889
20,54.166666666666664,0.0,65.21739130434783,0.0,0.0,0.0
21,63.1578947368421,0.0,0.0,61.111111111111114,0.0,0.0
22,55.55555555555556,65.21739130434783,0.0,66.66666666666666,0.0,57.14285714285714
23,0.0,76.47058823529412,71.42857142857143,57.14285714285714,0.0,0.0
