timestamp,open,high,low,close,volume
2023-12-28T18:59:59.999999999-05:00,0.84318,0.84511,0.8333,0.84488,0
2023-12-29T18:59:59.999999999-05:00,0.84413,0.84514,0.83566,0.84109,0
2024-01-02T18:59:59.999999999-05:00,0.84202,0.85071,0.84174,0.85037,0
2024-01-03T18:59:59.999999999-05:00,0.84993,0.85547,0.84893,0.84917,0
2024-01-04T18:59:59.999999999-05:00,0.84946,0.85289,0.84774,0.85028,0
2024-01-05T18:59:59.999999999-05:00,0.85025,0.85772,0.84554,0.85018,0
2024-01-08T18:59:59.999999999-05:00,0.84954,0.85213,0.84603,0.84804,0
2024-01-09T18:59:59.999999999-05:00,0.84823,0.85322,0.84645,0.85235,0
2024-01-10T18:59:59.999999999-05:00,0.85277,0.85353,0.85074,0.85086,0
2024-01-11T18:59:59.999999999-05:00,0.85089,0.85666,0.84876,0.85196,0
2024-01-12T18:59:59.999999999-05:00,0.85169,0.85508,0.84886,0.85259,0
2024-01-15T18:59:59.999999999-05:00,0.85218,0.85621,0.85202,0.85595,0
2024-01-16T18:59:59.999999999-05:00,0.8557,0.86197,0.85543,0.86159,0
2024-01-17T18:59:59.999999999-05:00,0.86113,0.86854,0.86077,0.86443,0
2024-01-18T18:59:59.999999999-05:00,0.86445,0.8694,0.86332,0.86812,0
2024-01-19T18:59:59.999999999-05:00,0.8682,0.87047,0.86766,0.86828,0
2024-01-22T18:59:59.999999999-05:00,0.86915,0.87008,0.86662,0.86904,0
2024-01-23T18:59:59.999999999-05:00,0.86943,0.87285,0.865,0.87029,0
2024-01-24T18:59:59.999999999-05:00,0.87018,0.87038,0.86067,0.86282,0
2024-01-25T18:59:59.999999999-05:00,0.86303,0.8685,0.86257,0.86713,0
2024-01-26T18:59:59.999999999-05:00,0.86705,0.86852,0.86164,0.86435,0
2024-01-29T18:59:59.999999999-05:00,0.86538,0.86577,0.86069,0.86133,0
2024-01-30T18:59:59.999999999-05:00,0.86187,0.86432,0.8606,0.86181,0
2024-01-31T18:59:59.999999999-05:00,0.8623,0.8644,0.8551,0.86135,0
2024-02-01T18:59:59.999999999-05:00,0.86167,0.86497,0.85711,0.85777,0
2024-02-02T18:59:59.999999999-05:00,0.85765,0.86811,0.85535,0.86696,0
2024-02-05T18:59:59.999999999-05:00,0.86605,0.87186,0.86572,0.87067,0
2024-02-06T18:59:59.999999999-05:00,0.87072,0.87413,0.86903,0.8698,0
2024-02-07T18:59:59.999999999-05:00,0.86967,0.87535,0.86884,0.87477,0
2024-02-08T18:59:59.999999999-05:00,0.8744,0.87611,0.87244,0.87372,0
2024-02-09T18:59:59.999999999-05:00,0.87365,0.87621,0.87314,0.87481,0
2024-02-12T18:59:59.999999999-05:00,0.87478,0.87728,0.87265,0.8757,0
2024-02-13T18:59:59.999999999-05:00,0.8757,0.8881,0.87544,0.88709,0
2024-02-14T18:59:59.999999999-05:00,0.88692,0.88858,0.88477,0.88597,0
2024-02-15T18:59:59.999999999-05:00,0.88558,0.88589,0.87832,0.87992,0
2024-02-16T18:59:59.999999999-05:00,0.87995,0.88392,0.87958,0.88109,0
2024-02-19T18:59:59.999999999-05:00,0.88102,0.88282,0.87969,0.88263,0
2024-02-20T18:59:59.999999999-05:00,0.8824,0.88379,0.87858,0.88195,0
2024-02-21T18:59:59.999999999-05:00,0.8818,0.88214,0.87886,0.87962,0
2024-02-22T18:59:59.999999999-05:00,0.87935,0.88216,0.87426,0.88033,0
2024-02-23T18:59:59.999999999-05:00,0.88015,0.88196,0.87811,0.88132,0
2024-02-26T18:59:59.999999999-05:00,0.88017,0.88224,0.87882,0.88004,0
2024-02-27T18:59:59.999999999-05:00,0.88002,0.88106,0.87848,0.87862,0
2024-02-28T18:59:59.999999999-05:00,0.87905,0.88157,0.87841,0.87879,0
2024-02-29T18:59:59.999999999-05:00,0.87885,0.8847,0.87794,0.88458,0
2024-03-01T18:59:59.999999999-05:00,0.8845,0.88928,0.88297,0.88358,0
2024-03-04T18:59:59.999999999-05:00,0.88365,0.88642,0.88058,0.88496,0
2024-03-05T18:59:59.999999999-05:00,0.88495,0.88665,0.88257,0.88344,0
2024-03-06T18:59:59.999999999-05:00,0.8835,0.88558,0.88043,0.88206,0
2024-03-07T18:59:59.999999999-05:00,0.8823,0.88237,0.87728,0.87774,0
2024-03-08T18:59:59.999999999-05:00,0.87753,0.87835,0.87298,0.87694,0
2024-03-11T19:59:59.999999999-04:00,0.87657,0.8795,0.8755,0.87771,0
2024-03-12T19:59:59.999999999-04:00,0.87779,0.87949,0.87474,0.87698,0
2024-03-13T19:59:59.999999999-04:00,0.8774,0.87904,0.87663,0.87902,0
2024-03-14T19:59:59.999999999-04:00,0.87882,0.88411,0.87822,0.88374,0
2024-03-15T19:59:59.999999999-04:00,0.88348,0.88529,0.88193,0.8839,0
2024-03-18T19:59:59.999999999-04:00,0.88375,0.88848,0.88216,0.88787,0
2024-03-19T19:59:59.999999999-04:00,0.88725,0.88987,0.88672,0.88811,0
2024-03-20T19:59:59.999999999-04:00,0.8879,0.89187,0.88592,0.88685,0
2024-03-21T19:59:59.999999999-04:00,0.8865,0.89943,0.88394,0.8976,0
2024-03-22T19:59:59.999999999-04:00,0.89777,0.90204,0.89658,0.89772,0
2024-03-25T19:59:59.999999999-04:00,0.89728,0.89957,0.89693,0.8994,0
2024-03-26T19:59:59.999999999-04:00,0.89933,0.90436,0.899,0.90399,0
2024-03-27T19:59:59.999999999-04:00,0.90377,0.90715,0.90331,0.90382,0
2024-03-28T19:59:59.999999999-04:00,0.90392,0.90648,0.89999,0.90162,0
2024-03-29T19:59:59.999999999-04:00,0.90109,0.90282,0.90045,0.902,0
2024-04-01T19:59:59.999999999-04:00,0.9018,0.90569,0.90056,0.90433,0
2024-04-02T19:59:59.999999999-04:00,0.90477,0.90912,0.90398,0.90806,0
2024-04-03T19:59:59.999999999-04:00,0.90763,0.90956,0.90275,0.9029,0
2024-04-04T19:59:59.999999999-04:00,0.90295,0.90751,0.90091,0.90134,0
2024-04-05T19:59:59.999999999-04:00,0.90135,0.90712,0.8998,0.90153,0
