entry_month,pnl,trades,win_rate
2025-01,1590.4,159,57.23
2025-02,-127.86,133,57.89
2025-03,3479.88,152,63.82
2025-04,10693.3,210,65.71
2025-05,3469.82,155,60.65
2025-06,2155.54,160,61.88
2025-07,2096.24,181,58.56
2025-08,287.61,23,47.83
2025-10,903.52,64,62.5
2025-11,-154.07,64,51.56
2025-12,-157.69,33,48.48
