timestamp,bar_close_time,signal_type,action,reason,fast_sma,slow_sma
2025-01-02 10:15:00+00:00,2025-01-02 10:30:00+00:00,BUY,rejected,crossover_threshold_not_met (diff=0.29 pips < 0.39 pips threshold),1.0361973170731704,1.0361678571428572
2025-01-02 10:30:00+00:00,2025-01-02 10:45:00+00:00,BUY,rejected,"dmi_trend_mismatch (+DI=12.90 < -DI=35.32, bearish trend)",1.03617243902439,1.0361188372093022
2025-01-02 10:45:00+00:00,2025-01-02 11:00:00+00:00,BUY,rejected,"dmi_trend_mismatch (+DI=8.63 < -DI=43.19, bearish trend)",1.0360890243902436,1.0360179545454544
2025-01-02 11:00:00+00:00,2025-01-02 11:15:00+00:00,BUY,rejected,stochastic_unfavorable,1.0360375609756096,1.035953111111111
2025-01-02 11:15:00+00:00,2025-01-02 11:30:00+00:00,BUY,rejected,"dmi_trend_mismatch (+DI=16.07 < -DI=35.07, bearish trend)",1.035971463414634,1.0358717391304346
2025-01-02 11:30:00+00:00,2025-01-02 11:45:00+00:00,BUY,rejected,"dmi_trend_mismatch (+DI=24.35 < -DI=28.62, bearish trend)",1.0359058536585364,1.0357980851063828
2025-01-02 11:45:00+00:00,2025-01-02 12:00:00+00:00,BUY,rejected,stochastic_unfavorable,1.03584243902439,1.0357445833333332
2025-01-02 12:00:00+00:00,2025-01-02 12:15:00+00:00,BUY,rejected,stochastic_unfavorable,1.0357736585365853,1.0356879591836734
2025-01-02 12:15:00+00:00,2025-01-02 12:30:00+00:00,BUY,rejected,"dmi_trend_mismatch (+DI=26.11 < -DI=26.62, bearish trend)",1.0356980487804879,1.0356328
2025-01-02 12:30:00+00:00,2025-01-02 12:45:00+00:00,BUY,rejected,crossover_threshold_not_met (diff=0.33 pips < 0.39 pips threshold),1.0356036585365853,1.0355707843137254
2025-01-02 12:45:00+00:00,2025-01-02 13:00:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.14 pips < 0.39 pips threshold),1.0354851219512196,1.0354988461538461
2025-01-06 02:30:00+00:00,2025-01-06 02:45:00+00:00,BUY,rejected,crossover_threshold_not_met (diff=0.20 pips < 0.39 pips threshold),1.0303478048780488,1.0303275124378104
2025-01-08 06:45:00+00:00,2025-01-08 07:00:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.14 pips < 0.39 pips threshold),1.0348512195121953,1.0348656565656564
2025-01-17 14:00:00+00:00,2025-01-17 14:15:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.16 pips < 0.39 pips threshold),1.0294451219512197,1.0294608417508424
2025-01-17 14:15:00+00:00,2025-01-17 14:30:00+00:00,SELL,rejected,stochastic_unfavorable,1.0293939024390246,1.0294677104377112
2025-01-17 14:30:00+00:00,2025-01-17 14:45:00+00:00,SELL,rejected,"dmi_trend_mismatch (-DI=15.49 < +DI=38.66, bullish trend)",1.0293612195121953,1.0294766666666677
2025-01-17 14:45:00+00:00,2025-01-17 15:00:00+00:00,SELL,rejected,"dmi_trend_mismatch (-DI=8.99 < +DI=40.12, bullish trend)",1.0293746341463414,1.029491717171718
2025-01-17 15:00:00+00:00,2025-01-17 15:15:00+00:00,SELL,rejected,"dmi_trend_mismatch (-DI=6.32 < +DI=36.83, bullish trend)",1.029448292682927,1.0295189898989907
2025-01-17 15:15:00+00:00,2025-01-17 15:30:00+00:00,SELL,rejected,"dmi_trend_mismatch (-DI=15.22 < +DI=20.36, bullish trend)",1.0294987804878046,1.0295396296296304
