trader_id,strategy_id,instrument_id,account_id,opening_order_id,closing_order_id,entry,side,quantity,peak_qty,ts_init,ts_opened,ts_last,ts_closed,duration_ns,avg_px_open,avg_px_close,commissions,realized_return,realized_pnl,is_snapshot
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20240102-141500-001-MA_CROSS-1,O-20240102-141500-001-MA_CROSS-2,SELL,FLAT,0.00,100000.00,1704204900000000000,2024-01-02 14:15:00+00:00,1704205620000000000,2024-01-02 14:27:00+00:00,720000000000,1.0946100000010002,1.095379999999,['4.38 USD'],-0.0007,-81.38 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20240104-201500-001-MA_CROSS-4,O-20240104-201500-001-MA_CROSS-5,BUY,FLAT,0.00,100000.00,1704399300000000000,2024-01-04 20:15:00+00:00,1704422220000000000,2024-01-05 02:37:00+00:00,22920000000000,1.094629999999,1.094980000001,['4.38 USD'],0.00032,30.62 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20240109-143000-001-MA_CROSS-7,O-20240109-143000-001-MA_CROSS-8,SELL,FLAT,0.00,100000.00,1704810600000000000,2024-01-09 14:30:00+00:00,1704810960000000000,2024-01-09 14:36:00+00:00,360000000000,1.094250000001,1.0950199999990002,['4.38 USD'],-0.0007,-81.38 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20240110-201500-001-MA_CROSS-10,O-20240110-201500-001-MA_CROSS-12,BUY,FLAT,0.00,100000.00,1704917700000000000,2024-01-10 20:15:00+00:00,1704934620000000000,2024-01-11 00:57:00+00:00,16920000000000,1.0965999999990002,1.09785,['4.39 USD'],0.00114,120.61 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20240112-201500-001-MA_CROSS-13,O-20240112-201500-001-MA_CROSS-15,SELL,FLAT,0.00,100000.00,1705090500000000000,2024-01-12 20:15:00+00:00,1705277100000000000,2024-01-15 00:05:00+00:00,186600000000000,1.0954500000010001,1.0942,['4.38 USD'],0.00114,120.62 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20240118-093000-001-MA_CROSS-16,O-20240118-093000-001-MA_CROSS-17,BUY,FLAT,0.00,100000.00,1705570200000000000,2024-01-18 09:30:00+00:00,1705571640000000000,2024-01-18 09:54:00+00:00,1440000000000,1.0894199999990002,1.088800000001,['4.36 USD'],-0.00057,-66.36 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20240118-151500-001-MA_CROSS-19,O-20240118-151500-001-MA_CROSS-20,SELL,FLAT,0.00,100000.00,1705590900000000000,2024-01-18 15:15:00+00:00,1705594140000000000,2024-01-18 16:09:00+00:00,3240000000000,1.086080000001,1.0857299999990002,['4.34 USD'],0.00032,30.66 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20240119-071500-001-MA_CROSS-22,O-20240119-071500-001-MA_CROSS-23,BUY,FLAT,0.00,100000.00,1705648500000000000,2024-01-19 07:15:00+00:00,1705650960000000000,2024-01-19 07:56:00+00:00,2460000000000,1.087669999999,1.088050000001,['4.36 USD'],0.00035,33.64 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20240123-040000-001-MA_CROSS-25,O-20240123-040000-001-MA_CROSS-26,SELL,FLAT,0.00,100000.00,1705982400000000000,2024-01-23 04:00:00+00:00,1705987920000000000,2024-01-23 05:32:00+00:00,5520000000000,1.0892800000010001,1.0902099999989998,['4.36 USD'],-0.00085,-97.36 USD,True
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-001,O-20240124-201500-001-MA_CROSS-28,O-20240124-201500-001-MA_CROSS-29,BUY,FLAT,0.00,100000.00,1706127300000000000,2024-01-24 20:15:00+00:00,1706130420000000000,2024-01-24 21:07:00+00:00,3120000000000,1.0887099999990002,1.087780000001,['4.36 USD'],-0.00085,-97.36 USD,True
