trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,liquidity_side,avg_px,slippage,commissions,emulation_trigger,status,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-001,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-167,MARKET,BUY,100000.00,GTC,False,False,100000.00,TAKER,1.1732949999997502,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,['MA_CROSS'],50901807-adf9-4b16-86e5-759940fc4db0,1759363200000000000,1759363200000000000
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-002,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-214,MARKET,SELL,100000.00,GTC,True,False,100000.00,TAKER,1.17268500000025,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,54502b78-0995-405d-93ce-5d6deb959864,1759365900000000000,1759365900000000000
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-003,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-216,MARKET,SELL,100000.00,GTC,False,False,100000.00,TAKER,1.17268500000025,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,['MA_CROSS'],c3dae356-fb54-45d4-ac78-f691b96db42c,1759365900000000000,1759365900000000000
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-004,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-338,MARKET,BUY,100000.00,GTC,True,False,100000.00,TAKER,1.1738349999997502,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,fca114c9-f9de-4a0b-9c9a-79d5c4f5376a,1759373100000000000,1759373100000000000
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-005,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-340,MARKET,BUY,100000.00,GTC,False,False,100000.00,TAKER,1.1738349999997502,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,['MA_CROSS'],56509c45-cc24-4738-be29-c298011132a3,1759373100000000000,1759373100000000000
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-006,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-522,MARKET,SELL,100000.00,GTC,True,False,100000.00,TAKER,1.17347500000025,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,7e4da5a2-312b-4e59-a524-5f01d86d900c,1759383900000000000,1759383900000000000
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-007,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-524,MARKET,SELL,100000.00,GTC,False,False,100000.00,TAKER,1.17347500000025,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,['MA_CROSS'],6cf15d81-b2d6-4080-b1db-bc158a40b83e,1759383900000000000,1759383900000000000
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-008,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-556,MARKET,BUY,100000.00,GTC,True,False,100000.00,TAKER,1.1742049999997501,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,130bc362-79bf-4de7-bb38-cdcff1d9a531,1759385700000000000,1759385700000000000
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-009,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-558,MARKET,BUY,100000.00,GTC,False,False,100000.00,TAKER,1.1742049999997501,0.0,['2.35 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,['MA_CROSS'],73ab3cad-4301-41f2-a627-47dc8264e57e,1759385700000000000,1759385700000000000
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-010,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-1025,MARKET,SELL,100000.00,GTC,True,False,100000.00,TAKER,1.1722250000002503,0.0,['2.34 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,9adc6ad9-6994-4b7b-aeaf-34310675c765,1759413600000000000,1759413600000000000
