hour_EST,pnl,trades,win_rate
0,791.84,63,66.67
1,-68.25,71,57.75
2,1191.62,59,69.49
3,2.32,134,59.7
4,1081.49,87,63.22
5,896.65,66,65.15
6,433.74,117,58.97
7,1165.39,56,64.29
8,32.04,86,55.81
9,2824.1,76,67.11
10,1944.84,86,63.95
11,1385.55,78,62.82
12,1967.73,89,66.29
13,-338.58,53,56.6
14,317.3,31,64.52
15,920.91,48,66.67
16,634.8,124,62.9
17,1693.52,73,65.75
18,1674.52,123,66.67
19,681.66,120,66.67
20,367.64,67,61.19
21,-167.35,68,61.76
22,1850.5,114,64.91
23,1119.92,78,67.95
