hour_EST,Monday,Tuesday,Wednesday,Thursday,Friday,Sunday
0,0.0,227.9,346.2,99.8,36.5,0.0
1,-43.2,0.0,-37.3,0.0,121.4,0.0
2,477.6,0.0,0.0,593.5,0.0,0.0
3,-331.3,-158.7,391.9,0.0,-239.3,0.0
4,-170.8,540.8,792.8,0.0,0.0,0.0
5,0.0,-23.8,0.0,-439.5,867.5,0.0
6,-21.7,-270.3,629.3,416.5,-505.6,0.0
7,533.1,359.0,-28.1,0.0,0.0,0.0
8,733.6,-452.2,0.0,-655.7,0.0,0.0
9,210.3,0.0,0.0,784.3,351.7,0.0
10,678.5,-99.1,667.7,1258.9,0.0,0.0
11,355.9,0.0,0.0,239.1,858.3,0.0
12,0.0,361.0,279.3,0.0,1245.5,0.0
13,-749.6,-237.2,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,347.2,0.0,0.0
15,200.4,0.0,0.0,522.4,0.0,0.0
16,132.4,515.2,313.3,0.0,122.2,0.0
17,0.0,0.0,154.1,412.8,0.0,1336.1
18,257.5,303.2,638.2,0.0,0.0,681.0
19,-20.2,-12.7,208.0,-14.9,0.0,-7.0
20,-57.5,0.0,-15.6,0.0,0.0,0.0
21,643.5,0.0,0.0,-714.7,0.0,0.0
22,202.0,523.8,0.0,-112.9,0.0,213.7
23,0.0,-69.9,510.5,224.6,0.0,0.0
