hour_EST,pnl,trades,win_rate
0,526.57,47,48.94
1,425.36,43,48.84
2,299.36,47,46.81
3,-42.85,113,45.13
4,2063.79,68,50.0
5,2035.53,57,56.14
6,656.4,91,46.15
7,236.7,42,42.86
8,-276.88,68,42.65
9,4703.21,61,59.02
10,893.07,72,44.44
11,3628.73,65,56.92
12,-107.51,74,41.89
13,-548.31,41,41.46
14,1744.19,24,62.5
15,461.81,29,48.28
16,449.36,85,44.71
17,1499.58,57,50.88
18,1104.31,76,51.32
19,534.34,67,47.76
20,389.03,43,48.84
21,-349.42,51,43.14
22,2526.34,85,51.76
23,1601.33,56,57.14
