entry_month,pnl,trades,win_rate
2025-01,2931.81,211,68.25
2025-02,1074.05,182,67.03
2025-03,3040.36,214,68.22
2025-04,11178.02,270,72.22
2025-05,4282.46,205,71.22
2025-06,1612.98,235,66.81
2025-07,2415.01,226,66.37
2025-08,-127.09,34,61.76
2025-10,1062.76,93,68.82
2025-11,-671.69,108,56.48
2025-12,657.57,61,68.85
