entry_month,pnl,trades,win_rate
2025-01,1970.89,167,56.89
2025-02,2546.02,151,63.58
2025-03,4583.29,181,63.54
2025-04,14523.66,218,65.6
2025-05,4526.86,167,62.28
2025-06,397.04,188,54.26
2025-07,1735.51,191,56.02
2025-08,189.97,29,55.17
2025-10,1083.33,72,61.11
2025-11,-1414.52,95,42.11
2025-12,851.63,49,63.27
