entry_month,pnl,trades,win_rate
2025-01,933.42,130,56.15
2025-02,2452.37,113,66.37
2025-03,3606.64,135,63.7
2025-04,14222.6,174,68.97
2025-05,4055.64,124,62.9
2025-06,1197.2,135,57.04
2025-07,3498.1,153,61.44
2025-08,183.84,21,47.62
2025-10,935.64,56,60.71
2025-11,-603.61,60,46.67
2025-12,363.61,31,61.29
