hour_EST,pnl,trades,win_rate
0,1529.49,39,76.92
1,1467.34,30,76.67
2,34.91,25,60.0
3,837.76,76,65.79
4,2273.51,50,70.0
5,858.73,39,64.1
6,1617.9,60,66.67
7,1082.55,26,69.23
8,2457.73,48,70.83
9,3732.01,38,76.32
10,2842.91,48,72.92
11,4332.44,40,80.0
12,804.88,46,60.87
13,930.61,29,72.41
14,149.71,19,52.63
15,1310.69,21,80.95
16,3338.07,62,74.19
17,1123.3,41,68.29
18,1302.26,58,68.97
19,993.37,50,68.0
20,508.67,37,62.16
21,264.46,32,75.0
22,532.72,63,61.9
23,418.32,38,63.16
